	sequence_id	cluster_id
427	NC_056297.1	Torinae
428	NC_036383.1	Torinae
429	KU380329.1	Torinae
430	NC_066814.1	Torinae
431	MW471078.1	Torinae
432	NC_032081.1	Torinae
433	KR868704.1	Torinae
434	MW471074.1	Torinae
435	AP011323.1	Torinae
436	AP011195.1	Torinae
437	OK442459.1	Torinae
438	MW471075.1	Torinae
439	AP011324.1	Torinae
440	MW471068.1	Torinae
441	KJ880045.1	Torinae
442	KP795444.1	Torinae
443	NC_053732.1	Torinae
444	JX444718.1	Torinae
445	KU553349.1	Torinae
446	MW762597.1	Torinae
447	KR868705.1	Torinae
