	sequence_id	cluster_id
158	AY282961.1	Alveolata
159	KY923433.1	Alveolata
160	KY923604.1	Alveolata
161	AB570734.1	Alveolata
162	AY282924.1	Alveolata
163	KY923626.1	Alveolata
164	JN788772.1	Alveolata
165	AB570645.1	Alveolata
166	NC_012451.1	Alveolata
167	AY598041.1	Alveolata
168	LC090215.1	Alveolata
169	KY923449.1	Alveolata
170	HQ702480.1	Alveolata
171	KY923528.1	Alveolata
172	KY923358.1	Alveolata
173	JQ240417.1	Alveolata
174	KT119880.1	Alveolata
175	KJ569501.1	Alveolata
176	KY923300.1	Alveolata
177	KY923458.1	Alveolata
178	JQ240344.1	Alveolata
179	JQ240421.1	Alveolata
180	AB570504.1	Alveolata
181	NC_007232.1	Alveolata
182	KY923511.1	Alveolata
183	KY923566.1	Alveolata
184	AB570924.1	Alveolata
185	KY923574.1	Alveolata
186	KY923340.1	Alveolata
187	KY923357.1	Alveolata
188	MN260345.1	Alveolata
189	AB570625.1	Alveolata
190	KY923646.1	Alveolata
191	LN871601.1	Alveolata
192	AB570783.1	Alveolata
193	AB570606.1	Alveolata
194	KY923647.1	Alveolata
195	MF197855.1	Alveolata
196	AB570502.1	Alveolata
197	JN788742.1	Alveolata
198	KP658102.1	Alveolata
199	AB570548.1	Alveolata
200	AB570733.1	Alveolata
201	AB570695.1	Alveolata
202	KJ569492.1	Alveolata
203	MN260349.1	Alveolata
204	AB570700.1	Alveolata
205	MW172709.1	Alveolata
206	KY923638.1	Alveolata
207	KY923517.1	Alveolata
208	AY598059.1	Alveolata
209	HQ702479.1	Alveolata
210	AY598118.1	Alveolata
211	MT936931.1	Alveolata
212	AB570751.1	Alveolata
213	MW599989.1	Alveolata
214	AY282975.1	Alveolata
215	AY282984.1	Alveolata
216	KJ608417.1	Alveolata
217	KJ569500.1	Alveolata
218	KT369005.1	Alveolata
219	AY282930.1	Alveolata
220	AY598114.1	Alveolata
221	AB570850.1	Alveolata
222	AB570654.1	Alveolata
223	AY283008.1	Alveolata
224	KY923409.1	Alveolata
225	JQ240384.1	Alveolata
226	AB570925.1	Alveolata
227	JQ240389.1	Alveolata
228	MW172710.1	Alveolata
229	KY923636.1	Alveolata
230	AB570895.1	Alveolata
231	AY598039.1	Alveolata
232	AB570706.1	Alveolata
233	KC409030.1	Alveolata
234	AB570928.1	Alveolata
235	KJ569468.1	Alveolata
236	AB570552.1	Alveolata
237	MW491390.1	Alveolata
238	AY282934.1	Alveolata
239	NC_014262.1	Alveolata
240	AB570991.1	Alveolata
241	JX893150.1	Alveolata
242	AY598096.1	Alveolata
243	JQ240352.1	Alveolata
244	AB550279.1	Alveolata
245	KY923526.1	Alveolata
246	DQ396548.1	Alveolata
247	NC_058604.1	Alveolata
248	AB570989.1	Alveolata
249	NC_058856.1	Alveolata
250	AY282929.1	Alveolata
251	KY923374.1	Alveolata
252	KY923430.1	Alveolata
253	MW218514.1	Alveolata
254	KY923542.1	Alveolata
255	KY923541.1	Alveolata
256	KY923618.1	Alveolata
257	AB570697.1	Alveolata
258	AY282955.1	Alveolata
259	NC_015303.1	Alveolata
260	KY923387.1	Alveolata
261	KY923426.1	Alveolata
262	NC_001324.2	Alveolata
263	AB570459.1	Alveolata
264	KJ569493.1	Alveolata
265	KY923298.1	Alveolata
266	AB570656.1	Alveolata
267	AB570872.1	Alveolata
268	AY733086.1	Alveolata
269	AB570526.1	Alveolata
270	AB570447.1	Alveolata
271	AB570624.1	Alveolata
272	JN788748.1	Alveolata
273	KX094967.1	Alveolata
274	AY282973.1	Alveolata
275	NC_009902.1	Alveolata
276	KY923432.1	Alveolata
277	AB570629.1	Alveolata
278	JQ240359.1	Alveolata
279	NC_012448.1	Alveolata
280	KY923499.1	Alveolata
281	AY282997.1	Alveolata
282	AB570630.1	Alveolata
283	KY923305.1	Alveolata
284	MF197851.1	Alveolata
285	JQ240402.1	Alveolata
286	AB570640.1	Alveolata
287	KY923451.1	Alveolata
288	AB570481.1	Alveolata
289	JN788756.1	Alveolata
290	AB570838.1	Alveolata
291	EU075182.1	Alveolata
292	KX090647.1	Alveolata
293	KY923471.1	Alveolata
294	KY923579.1	Alveolata
295	JQ240331.1	Alveolata
296	AB570581.1	Alveolata
297	MN260366.1	Alveolata
298	KY923308.1	Alveolata
299	KY923421.1	Alveolata
300	KY923608.1	Alveolata
301	AB570776.1	Alveolata
302	AY598078.1	Alveolata
303	AB570916.1	Alveolata
304	KY923402.1	Alveolata
305	JN788768.1	Alveolata
306	AB570858.1	Alveolata
307	JQ240368.1	Alveolata
308	KY923478.1	Alveolata
309	AY282983.1	Alveolata
310	KY923405.1	Alveolata
311	KY923491.1	Alveolata
312	AB570873.1	Alveolata
313	JQ240361.1	Alveolata
314	AY283015.1	Alveolata
315	NC_026126.1	Stramenopiles
316	BK011983.1	Stramenopiles
317	NC_022258.1	Stramenopiles
318	MW023083.1	Stramenopiles
319	NC_056792.1	Stramenopiles
320	BK014412.1	Stramenopiles
321	NC_056119.1	Stramenopiles
322	CP044615.1	Stramenopiles
323	KT336421.1	Stramenopiles
324	KT072718.1	Stramenopiles
325	MT845205.1	Stramenopiles
326	EF494740.3	Stramenopiles
327	AY500368.1	Stramenopiles
328	KY084909.1	Stramenopiles
329	MW438344.1	Stramenopiles
330	MG488291.1	Stramenopiles
331	MW438982.1	Stramenopiles
332	MZ488959.1	Stramenopiles
333	NC_063791.1	Stramenopiles
334	MW849266.1	Stramenopiles
335	MT732098.1	Stramenopiles
336	LC228561.1	Stramenopiles
337	MW971521.1	Stramenopiles
338	KU556731.1	Stramenopiles
339	NC_056364.1	Stramenopiles
340	NC_015619.1	Stramenopiles
341	MW018491.1	Stramenopiles
342	BK059193.1	Stramenopiles
343	NC_059933.1	Stramenopiles
344	MT872227.1	Stramenopiles
345	KC568458.1	Stramenopiles
346	MH590366.1	Stramenopiles
347	NC_028331.1	Stramenopiles
348	NC_063456.1	Stramenopiles
349	LC228562.1	Stramenopiles
350	MH643730.1	Stramenopiles
351	NC_034272.1	Stramenopiles
352	HM590421.1	Stramenopiles
353	MW413901.1	Stramenopiles
354	NC_057078.1	Stramenopiles
355	MW417226.1	Stramenopiles
356	BK014407.1	Stramenopiles
357	NC_063978.1	Stramenopiles
358	MZ156061.1	Stramenopiles
359	MW682824.1	Stramenopiles
360	NC_016738.1	Stramenopiles
361	KR350664.1	Stramenopiles
362	MZ156054.1	Stramenopiles
363	MH590363.1	Stramenopiles
364	KJ995702.1	Stramenopiles
365	NC_063458.1	Stramenopiles
366	MZ156063.1	Stramenopiles
367	NC_063977.1	Stramenopiles
368	NC_009384.1	Stramenopiles
369	NC_063800.1	Stramenopiles
370	NC_032287.1	Stramenopiles
371	KU183024.1	Stramenopiles
372	BK014403.1	Stramenopiles
373	NC_021639.1	Stramenopiles
374	MG762007.1	Stramenopiles
375	MW413902.1	Stramenopiles
376	KC568457.1	Stramenopiles
377	AP011496.1	Stramenopiles
378	MZ488962.1	Stramenopiles
379	NC_022178.1	Stramenopiles
380	MW417227.1	Stramenopiles
381	BK014406.1	Stramenopiles
382	NC_025240.1	Stramenopiles
383	MH590362.1	Stramenopiles
384	BK059194.1	Stramenopiles
385	MN883601.1	Stramenopiles
386	BK014415.1	Stramenopiles
387	MZ156060.1	Stramenopiles
388	MN883608.1	Stramenopiles
389	KJ410687.1	Stramenopiles
390	MZ488954.1	Stramenopiles
391	KU900235.1	Stramenopiles
392	NC_053869.1	Stramenopiles
393	MW729336.1	Stramenopiles
394	MH286886.1	Stramenopiles
395	NC_044635.1	Stramenopiles
396	NC_011212.1	Stramenopiles
397	LC228566.1	Stramenopiles
398	BK059192.1	Stramenopiles
399	MT920491.1	Stramenopiles
400	LC537470.1	Stramenopiles
401	MZ156049.1	Stramenopiles
402	NC_013478.1	Stramenopiles
403	NC_027962.1	Stramenopiles
404	NC_005984.1	Stramenopiles
405	NC_063793.1	Stramenopiles
406	KU561547.1	Stramenopiles
407	AY898627.1	Stramenopiles
408	NC_021640.1	Stramenopiles
409	NC_058766.1	Stramenopiles
410	MF997423.1	Stramenopiles
411	BK011990.1	Stramenopiles
412	NC_042395.1	Stramenopiles
413	MW287989.1	Stramenopiles
414	MG182051.1	Stramenopiles
415	NC_060304.1	Stramenopiles
416	KF226725.1	Stramenopiles
417	MG681097.1	Stramenopiles
418	NC_056122.1	Stramenopiles
419	BK011987.1	Stramenopiles
420	NC_032029.1	Stramenopiles
421	KU501222.1	Stramenopiles
422	MN883604.1	Stramenopiles
423	MT032128.1	Stramenopiles
424	KC568456.1	Stramenopiles
425	MH590359.1	Stramenopiles
426	MG940856.1	Stramenopiles
427	NC_032052.1	Stramenopiles
428	NC_058767.1	Stramenopiles
429	NC_022257.1	Stramenopiles
430	BK059196.1	Stramenopiles
431	BK011991.1	Stramenopiles
432	BK011978.1	Stramenopiles
433	NC_033408.1	Stramenopiles
434	MG922856.1	Stramenopiles
435	NC_063813.1	Stramenopiles
436	LC384963.1	Stramenopiles
437	KT266809.1	Stramenopiles
438	NC_063789.1	Stramenopiles
439	NC_028211.1	Stramenopiles
440	NC_056120.1	Stramenopiles
441	MG712780.1	Stramenopiles
442	MK170141.1	Stramenopiles
443	MW682828.1	Stramenopiles
444	MT267870.1	Stramenopiles
445	NC_038156.1	Stramenopiles
446	NC_023354.1	Stramenopiles
447	NC_033385.1	Stramenopiles
448	KU501220.1	Stramenopiles
449	NC_058763.1	Stramenopiles
450	KX073815.1	Stramenopiles
451	MW682830.1	Stramenopiles
452	KT336420.1	Stramenopiles
453	NC_063794.1	Stramenopiles
454	MW438984.1	Stramenopiles
455	NC_032046.1	Stramenopiles
456	MH814646.1	Stramenopiles
457	NC_025302.1	Stramenopiles
458	MF622087.1	Stramenopiles
459	KU726247.1	Stramenopiles
460	KJ938301.1	Stramenopiles
461	BK059195.1	Stramenopiles
462	MT032127.1	Stramenopiles
463	NC_063814.1	Stramenopiles
464	MT383643.1	Stramenopiles
465	BK012088.1	Stramenopiles
466	MT872230.1	Stramenopiles
467	MG271846.1	Stramenopiles
468	MG681098.1	Stramenopiles
469	NC_056287.1	Stramenopiles
470	AF287134.1	Stramenopiles
471	NC_063803.1	Stramenopiles
472	HQ909887.2	Stramenopiles
473	BK012097.1	Stramenopiles
474	MZ156046.1	Stramenopiles
475	NC_063454.1	Stramenopiles
476	BK059191.1	Stramenopiles
477	NC_030223.1	Stramenopiles
478	MW648547.1	Stramenopiles
479	NC_035725.1	Stramenopiles
480	MH259702.1	Stramenopiles
481	NC_026700.1	Stramenopiles
482	BK011982.1	Stramenopiles
483	NC_050651.1	Stramenopiles
484	MT740313.1	Stramenopiles
485	MZ488958.1	Stramenopiles
486	MN105125.1	Stramenopiles
487	KJ938300.1	Stramenopiles
488	NC_058793.1	Stramenopiles
489	MH286884.1	Stramenopiles
490	MZ156055.1	Stramenopiles
491	NC_037727.1	Stramenopiles
492	BK011979.1	Stramenopiles
493	NC_063107.1	Stramenopiles
494	MN883607.1	Stramenopiles
495	NC_044492.1	Stramenopiles
496	LC384959.1	Stramenopiles
497	KM675818.1	Stramenopiles
498	NC_063979.1	Stramenopiles
499	NC_002174.1	Stramenopiles
500	NC_063811.1	Stramenopiles
501	MZ488957.1	Stramenopiles
502	KX073817.1	Stramenopiles
503	NC_024614.1	Stramenopiles
504	JN099683.1	Stramenopiles
505	MG488292.1	Stramenopiles
506	KT893455.1	Stramenopiles
507	NC_013475.1	Stramenopiles
508	MW645083.1	Stramenopiles
509	MN561186.1	Stramenopiles
510	NC_029206.1	Stramenopiles
511	MW435847.1	Stramenopiles
512	MZ488956.1	Stramenopiles
513	OK235333.1	Stramenopiles
514	MW438349.1	Stramenopiles
515	MZ488960.1	Stramenopiles
516	MH286887.1	Stramenopiles
517	KJ957769.1	Stramenopiles
518	NC_063980.1	Stramenopiles
519	NC_024613.1	Stramenopiles
520	NC_057169.1	Stramenopiles
521	NC_022255.1	Stramenopiles
522	KT893456.1	Stramenopiles
523	LC228563.1	Stramenopiles
524	MW122841.1	Stramenopiles
525	BK014404.1	Stramenopiles
526	KJ410686.1	Stramenopiles
527	MW387419.1	Stramenopiles
528	AP011497.1	Stramenopiles
529	BK014413.1	Stramenopiles
530	NC_020015.1	Stramenopiles
531	MW682825.1	Stramenopiles
532	MW256714.1	Stramenopiles
533	LC228560.1	Stramenopiles
534	CP044583.1	Stramenopiles
535	DQ832718.1	Stramenopiles
536	NC_007405.1	Stramenopiles
537	KY021079.1	Stramenopiles
538	NC_063804.1	Stramenopiles
539	NC_032051.1	Stramenopiles
540	MZ488966.1	Stramenopiles
541	NC_013710.1	Stramenopiles
542	MW013551.1	Stramenopiles
543	NC_045922.1	Stramenopiles
544	MK170139.1	Stramenopiles
545	KC568462.1	Stramenopiles
546	NC_056125.1	Stramenopiles
547	NC_056140.1	Stramenopiles
548	MW849269.1	Stramenopiles
549	NC_056171.1	Stramenopiles
550	MW438983.1	Stramenopiles
551	MK170140.1	Stramenopiles
552	NC_018042.1	Stramenopiles
553	MW682826.1	Stramenopiles
554	AF193903.1	Stramenopiles
555	DQ186202.1	Stramenopiles
556	HM590420.1	Stramenopiles
557	NC_059753.1	Stramenopiles
558	NC_028615.1	Stramenopiles
559	BK012093.1	Stramenopiles
560	NC_040854.1	Stramenopiles
561	BK011985.1	Stramenopiles
562	NC_058792.1	Stramenopiles
563	NC_013482.1	Stramenopiles
564	MZ156047.1	Stramenopiles
565	NC_024861.1	Stramenopiles
566	KU900236.1	Stramenopiles
567	KP280065.1	Stramenopiles
568	KM886611.1	Stramenopiles
569	MW566731.1	Stramenopiles
570	MH271689.1	Stramenopiles
571	NC_014338.1	Stramenopiles
572	LC650202.1	Stramenopiles
573	KX073816.1	Stramenopiles
574	MG712781.1	Stramenopiles
575	KY678904.1	Stramenopiles
576	MT742552.1	Stramenopiles
577	MT032126.1	Stramenopiles
578	MH681882.1	Stramenopiles
579	KJ946428.1	Stramenopiles
580	BK012094.1	Stramenopiles
581	LC228565.1	Stramenopiles
582	MG774888.1	Stramenopiles
583	BK014408.1	Stramenopiles
584	KF319031.1	Stramenopiles
585	MW438348.1	Stramenopiles
586	KT874463.1	Stramenopiles
587	NC_022256.1	Stramenopiles
588	MT712045.1	Stramenopiles
589	MG712777.1	Stramenopiles
590	GU138662.1	Stramenopiles
591	KU255794.1	Stramenopiles
592	MH814647.1	Stramenopiles
593	NC_003055.1	Stramenopiles
594	MH602244.1	Stramenopiles
595	LC600866.1	Stramenopiles
596	MW849270.1	Stramenopiles
597	NC_056788.1	Stramenopiles
598	KU561548.1	Stramenopiles
599	MT795186.1	Stramenopiles
600	LC384965.1	Stramenopiles
601	MH590361.1	Stramenopiles
602	NC_058790.1	Stramenopiles
603	BK012091.1	Stramenopiles
604	MW861541.1	Stramenopiles
605	AP018512.1	Stramenopiles
606	MH297491.1	Stramenopiles
607	MF997419.1	Stramenopiles
608	MZ156057.1	Stramenopiles
609	MW438347.1	Stramenopiles
610	KT280278.1	Stramenopiles
611	NC_002571.1	Stramenopiles
612	NC_031848.1	Stramenopiles
613	NC_057230.1	Stramenopiles
614	AP011494.1	Stramenopiles
615	MG271845.1	Stramenopiles
616	NC_015622.1	Stramenopiles
617	NC_037990.1	Stramenopiles
618	MF997421.1	Stramenopiles
619	AB546637.2	Stramenopiles
620	NC_063815.1	Stramenopiles
621	NC_025227.1	Stramenopiles
622	MW645081.1	Stramenopiles
623	JF937591.1	Stramenopiles
624	MZ488963.1	Stramenopiles
625	GQ222228.1	Stramenopiles
626	AP011495.1	Stramenopiles
627	NC_027966.1	Stramenopiles
628	BK011981.1	Stramenopiles
629	AP011499.1	Stramenopiles
630	NC_039146.1	Rhodophyta
631	MZ748310.1	Rhodophyta
632	MF372958.1	Rhodophyta
633	MG592728.1	Rhodophyta
634	NC_024288.1	Rhodophyta
635	NC_062398.1	Rhodophyta
636	MF401962.1	Rhodophyta
637	NC_040985.1	Rhodophyta
638	KF649305.1	Rhodophyta
639	MT742595.1	Rhodophyta
640	KY212107.1	Rhodophyta
641	MZ748316.1	Rhodophyta
642	MT742597.1	Rhodophyta
643	KP728466.1	Rhodophyta
644	HQ586061.1	Rhodophyta
645	MZ336093.1	Rhodophyta
646	MT117917.1	Rhodophyta
647	NC_052712.1	Rhodophyta
648	MZ748314.1	Rhodophyta
649	MG787097.1	Rhodophyta
650	MZ748309.1	Rhodophyta
651	KF515974.1	Rhodophyta
652	MZ336088.1	Rhodophyta
653	MZ748312.1	Rhodophyta
654	MK408747.1	Rhodophyta
655	NC_058681.1	Rhodophyta
656	NC_058671.1	Rhodophyta
657	KJ708761.1	Rhodophyta
658	NC_031837.1	Rhodophyta
659	KJ526627.1	Rhodophyta
660	NC_062302.1	Rhodophyta
661	NC_031836.1	Rhodophyta
662	NC_035351.1	Rhodophyta
663	KJ708764.1	Rhodophyta
664	KX427236.1	Rhodophyta
665	KF186230.1	Rhodophyta
666	KJ708767.1	Rhodophyta
667	MH281623.1	Rhodophyta
668	KX687880.1	Rhodophyta
669	MT270117.1	Rhodophyta
670	NC_039407.1	Rhodophyta
671	NC_062303.1	Rhodophyta
672	NC_058678.1	Rhodophyta
673	MH281624.1	Rhodophyta
674	KM999231.1	Rhodophyta
675	MG598532.1	Rhodophyta
676	NC_062397.1	Rhodophyta
677	KP890080.1	Rhodophyta
678	NC_051882.1	Rhodophyta
679	NC_058675.1	Rhodophyta
680	KX687878.1	Rhodophyta
681	MG922863.1	Rhodophyta
682	KY009863.1	Rhodophyta
683	NC_062395.1	Rhodophyta
684	NC_031844.1	Rhodophyta
685	MZ748320.1	Rhodophyta
686	NC_026056.1	Rhodophyta
687	JQ071938.1	Rhodophyta
688	NC_026905.1	Rhodophyta
689	KF833365.1	Rhodophyta
690	JQ388471.1	Rhodophyta
691	MT270115.1	Rhodophyta
692	NC_061754.1	Rhodophyta
693	KY083064.1	Rhodophyta
694	NC_023077.1	Rhodophyta
695	ON000901.1	Rhodophyta
696	MH396018.1	Rhodophyta
697	KY083066.1	Rhodophyta
698	MT742599.1	Rhodophyta
699	MG787096.1	Rhodophyta
700	MZ336082.1	Rhodophyta
701	MG787094.1	Rhodophyta
702	NC_063816.1	Rhodophyta
703	NC_023454.1	Rhodophyta
704	LC519602.1	Rhodophyta
705	NC_058676.1	Rhodophyta
706	NC_058738.1	Rhodophyta
707	NC_000887.3	Rhodophyta
708	KF561997.1	Rhodophyta
709	MN431656.1	Rhodophyta
710	NC_039405.1	Rhodophyta
711	MG922857.1	Rhodophyta
712	NC_017837.1	Rhodophyta
713	MT483995.1	Rhodophyta
714	NC_058683.1	Rhodophyta
715	MH396019.1	Rhodophyta
716	MZ336096.1	Rhodophyta
717	MF351970.1	Rhodophyta
718	MW292567.1	Rhodophyta
719	NC_038101.1	Rhodophyta
720	MT193839.1	Rhodophyta
721	KX427230.1	Rhodophyta
722	MH281625.1	Rhodophyta
723	NC_032003.1	Rhodophyta
724	MF680514.1	Rhodophyta
725	NC_023252.1	Rhodophyta
726	NC_026831.1	Rhodophyta
727	LC650807.1	Rhodophyta
728	MH396024.1	Rhodophyta
729	MG592725.1	Rhodophyta
730	NC_031838.1	Rhodophyta
731	NC_017751.1	Rhodophyta
732	MG592726.1	Rhodophyta
733	KF649304.1	Rhodophyta
734	KP710961.1	Rhodophyta
735	NC_026054.1	Rhodophyta
736	KJ708771.1	Rhodophyta
737	MT211883.1	Rhodophyta
738	MK611801.1	Rhodophyta
739	NC_039406.1	Rhodophyta
740	NC_039152.1	Rhodophyta
741	KJ708770.1	Rhodophyta
742	NC_046496.1	Rhodophyta
743	NC_039150.1	Rhodophyta
744	NC_014771.1	Rhodophyta
745	MH281622.1	Rhodophyta
746	KX427231.1	Rhodophyta
747	KJ708765.1	Rhodophyta
748	NC_031843.1	Rhodophyta
749	MZ748307.1	Rhodophyta
750	MT742600.1	Rhodophyta
751	MZ336077.1	Rhodophyta
752	MZ336094.1	Rhodophyta
753	NC_036231.1	Rhodophyta
754	MK598844.1	Rhodophyta
755	KF515971.1	Rhodophyta
756	KC875854.1	Rhodophyta
757	KJ708762.1	Rhodophyta
758	KX427234.1	Rhodophyta
759	KJ569774.1	Rhodophyta
760	MT270119.1	Rhodophyta
761	NC_038211.1	Rhodophyta
762	NC_062400.1	Rhodophyta
763	NC_027064.1	Rhodophyta
764	MW810348.1	Rhodophyta
765	NC_058680.1	Rhodophyta
766	MZ336087.1	Rhodophyta
767	KX247283.1	Rhodophyta
768	MH396022.1	Rhodophyta
769	NC_001677.2	Rhodophyta
770	NC_037890.1	Rhodophyta
771	NC_024289.1	Rhodophyta
772	NC_035349.1	Rhodophyta
773	NC_024666.1	Rhodophyta
774	NC_057487.1	Rhodophyta
775	MZ336090.1	Rhodophyta
776	MT742596.1	Rhodophyta
777	MH281621.1	Rhodophyta
778	NC_062402.1	Rhodophyta
779	MZ748311.1	Rhodophyta
780	NC_042172.1	Rhodophyta
781	KF824534.1	Rhodophyta
782	NC_042900.1	Rhodophyta
783	NC_021475.1	Rhodophyta
784	KY054924.1	Rhodophyta
785	KX427233.1	Rhodophyta
786	MZ336076.1	Rhodophyta
787	NC_039151.1	Rhodophyta
788	HQ586060.1	Rhodophyta
789	NC_031814.1	Rhodophyta
790	KX980031.1	Rhodophyta
791	MZ336079.1	Rhodophyta
792	NC_023094.1	Rhodophyta
793	NC_044414.1	Rhodophyta
794	LC484362.1	Rhodophyta
795	OM960741.1	Rhodophyta
796	NC_024265.1	Rhodophyta
797	NC_058684.1	Rhodophyta
798	KJ708763.1	Rhodophyta
799	NC_051456.1	Rhodophyta
800	MZ748319.1	Rhodophyta
801	KX427228.1	Rhodophyta
802	KX427235.1	Rhodophyta
803	MN882544.1	Rhodophyta
804	MZ393458.1	Rhodophyta
805	NC_014773.1	Rhodophyta
806	NC_058686.1	Rhodophyta
807	NC_031841.1	Rhodophyta
808	MH396023.1	Rhodophyta
809	NC_062403.1	Rhodophyta
810	KJ700460.1	Rhodophyta
811	NC_040155.1	Rhodophyta
812	MG592727.1	Rhodophyta
813	NC_053318.1	Rhodophyta
814	MN912388.1	Rhodophyta
815	MH396021.1	Rhodophyta
816	NC_037842.1	Rhodophyta
817	MZ336091.1	Rhodophyta
818	NC_031166.1	Rhodophyta
819	MG733298.1	Rhodophyta
820	NC_014772.1	Rhodophyta
821	NC_027061.1	Rhodophyta
822	MT742604.1	Rhodophyta
823	NC_053320.1	Rhodophyta
824	NC_047435.1	Rhodophyta
825	AF114794.1	Rhodophyta
826	NC_035158.1	Rhodophyta
827	NC_058682.1	Rhodophyta
828	NC_026843.1	Rhodophyta
829	JQ736809.1	Rhodophyta
830	MZ336097.1	Rhodophyta
831	MW750196.1	Rhodophyta
832	NC_034681.1	Rhodophyta
833	MW822750.1	Rhodophyta
834	KX687877.1	Rhodophyta
835	NC_039149.1	Rhodophyta
836	NC_058673.1	Rhodophyta
837	MZ748321.1	Rhodophyta
838	NC_037892.1	Rhodophyta
839	MZ336078.1	Rhodophyta
840	NC_039404.1	Rhodophyta
