	sequence_id	cluster_id
153	MN935398.1	Pezizomycotina
154	MT010934.1	Pezizomycotina
155	NC_030334.1	Pezizomycotina
156	KP725058.1	Pezizomycotina
157	MT010924.1	Pezizomycotina
158	CP019482.1	Pezizomycotina
159	KT201148.1	Pezizomycotina
160	NC_046839.1	Pezizomycotina
161	OK267387.1	Pezizomycotina
162	MN657181.1	Pezizomycotina
163	MN935345.1	Pezizomycotina
164	NC_046567.1	Pezizomycotina
165	MK110677.1	Pezizomycotina
166	NC_029851.1	Pezizomycotina
167	KP966554.1	Pezizomycotina
168	MT010919.1	Pezizomycotina
169	MN583265.1	Pezizomycotina
170	MZ714582.1	Pezizomycotina
171	NC_030218.1	Pezizomycotina
172	KF650575.1	Pezizomycotina
173	MN935347.1	Pezizomycotina
174	NC_041427.1	Pezizomycotina
175	MH359411.1	Pezizomycotina
176	MN125601.1	Pezizomycotina
177	MN935332.1	Pezizomycotina
178	MH367296.1	Pezizomycotina
179	AP024442.1	Pezizomycotina
180	MT036700.1	Pezizomycotina
181	MT019333.1	Pezizomycotina
182	MN935264.1	Pezizomycotina
183	NC_022835.1	Pezizomycotina
184	MN935223.1	Pezizomycotina
185	NC_030206.1	Pezizomycotina
186	NC_040165.1	Pezizomycotina
187	NC_035824.1	Pezizomycotina
188	MT036694.1	Pezizomycotina
189	MW182672.1	Pezizomycotina
190	JQ346808.1	Pezizomycotina
191	MN935227.1	Pezizomycotina
192	CP069113.1	Pezizomycotina
193	KU375885.1	Pezizomycotina
194	MT036751.1	Pezizomycotina
195	CP071122.1	Pezizomycotina
196	MN935243.1	Pezizomycotina
197	KP966553.1	Pezizomycotina
198	MN960691.1	Pezizomycotina
199	MN935256.1	Pezizomycotina
200	MN935386.1	Pezizomycotina
201	NC_034786.1	Pezizomycotina
202	MW182650.1	Pezizomycotina
203	NC_035254.1	Pezizomycotina
204	NC_029759.1	Pezizomycotina
205	MW182660.1	Pezizomycotina
206	KU203675.1	Pezizomycotina
207	KX450332.1	Pezizomycotina
208	MH922223.1	Pezizomycotina
209	NC_063717.1	Pezizomycotina
210	MF595869.1	Pezizomycotina
211	KY775582.1	Pezizomycotina
212	NC_039662.1	Pezizomycotina
213	MT036733.1	Pezizomycotina
214	MN935301.1	Pezizomycotina
215	NC_034332.1	Pezizomycotina
216	MT036744.1	Pezizomycotina
217	NC_009493.1	Pezizomycotina
218	NC_042183.1	Pezizomycotina
219	NC_022681.1	Pezizomycotina
220	MN935245.1	Pezizomycotina
221	MN935237.1	Pezizomycotina
222	NC_022834.1	Pezizomycotina
223	MH684411.1	Pezizomycotina
224	MN935349.1	Pezizomycotina
225	MG711470.1	Pezizomycotina
226	MN935401.1	Pezizomycotina
227	MT036726.1	Pezizomycotina
228	KR349346.1	Pezizomycotina
229	OK075294.1	Pezizomycotina
230	MW182665.1	Pezizomycotina
231	KX257489.1	Pezizomycotina
232	AY884128.1	Pezizomycotina
233	MN935420.1	Pezizomycotina
234	DQ364632.1	Pezizomycotina
235	MW722166.1	Pezizomycotina
236	KY498477.1	Pezizomycotina
237	NC_017016.1	Pezizomycotina
238	KP722500.2	Pezizomycotina
239	NC_035730.1	Pezizomycotina
240	KR055655.1	Pezizomycotina
241	MN935276.1	Pezizomycotina
242	MT010915.1	Pezizomycotina
243	KT201150.1	Pezizomycotina
244	MG979071.1	Pezizomycotina
245	KR952346.1	Pezizomycotina
246	MN935356.1	Pezizomycotina
247	MT036717.1	Pezizomycotina
248	NC_012828.1	Pezizomycotina
249	KT946595.1	Pezizomycotina
250	KX453765.1	Pezizomycotina
251	MW182675.1	Pezizomycotina
252	KX455872.1	Pezizomycotina
253	NC_059911.1	Pezizomycotina
254	KP722513.2	Pezizomycotina
255	MT036722.1	Pezizomycotina
256	MN935403.1	Pezizomycotina
257	MN935250.1	Pezizomycotina
258	LC545447.1	Pezizomycotina
259	CP083252.1	Pezizomycotina
260	CP095198.1	Pezizomycotina
261	MN935275.1	Pezizomycotina
262	NC_040166.1	Pezizomycotina
263	NC_046826.1	Pezizomycotina
264	MN935344.1	Pezizomycotina
265	MN935266.1	Pezizomycotina
266	AP024451.1	Pezizomycotina
267	BK010539.1	Pezizomycotina
268	MW182679.1	Pezizomycotina
269	MT219828.1	Pezizomycotina
270	MN935407.1	Pezizomycotina
271	MN935392.1	Pezizomycotina
272	MN935231.1	Pezizomycotina
273	AY916130.1	Pezizomycotina
274	KU666552.1	Pezizomycotina
275	CP072760.1	Pezizomycotina
276	KU869769.1	Pezizomycotina
277	MN935428.1	Pezizomycotina
278	MT036684.1	Pezizomycotina
279	KP722505.2	Pezizomycotina
280	NC_008068.1	Pezizomycotina
281	MN935277.1	Pezizomycotina
282	NC_046840.1	Pezizomycotina
283	NC_025928.1	Pezizomycotina
284	MT036742.1	Pezizomycotina
285	MH374028.1	Pezizomycotina
286	MN935415.1	Pezizomycotina
287	MT036735.1	Pezizomycotina
288	NC_039663.1	Pezizomycotina
289	MT036757.1	Pezizomycotina
290	MT036639.1	Pezizomycotina
291	MN935330.1	Pezizomycotina
292	MN935417.1	Pezizomycotina
293	MT010911.1	Pezizomycotina
294	NC_039722.1	Pezizomycotina
295	KP137411.1	Pezizomycotina
296	MG920803.1	Pezizomycotina
297	MN935304.1	Pezizomycotina
298	NC_010652.2	Pezizomycotina
299	MZ714579.1	Pezizomycotina
300	KF297618.1	Pezizomycotina
301	MN935348.1	Pezizomycotina
302	MT010925.1	Pezizomycotina
303	MT010931.1	Pezizomycotina
304	JN041210.1	Pezizomycotina
305	CP069123.1	Pezizomycotina
306	NC_042185.1	Pezizomycotina
307	KY360311.1	Pezizomycotina
308	MT010920.1	Pezizomycotina
309	NC_060509.1	Pezizomycotina
310	BK010547.1	Pezizomycotina
311	MN935391.1	Pezizomycotina
312	KR704425.1	Pezizomycotina
313	MN935370.1	Pezizomycotina
314	KR952337.1	Pezizomycotina
315	MN935362.1	Pezizomycotina
316	NC_031828.1	Pezizomycotina
317	KY465721.1	Pezizomycotina
318	MN935350.1	Pezizomycotina
319	BK010540.1	Pezizomycotina
320	MN935233.1	Pezizomycotina
321	NC_023126.1	Pezizomycotina
322	MT010927.1	Pezizomycotina
323	MW387534.1	Pezizomycotina
324	KY792993.1	Pezizomycotina
325	NC_026614.1	Pezizomycotina
326	MT010932.1	Pezizomycotina
327	KX870077.1	Pezizomycotina
328	MN593345.1	Pezizomycotina
329	KU761329.1	Pezizomycotina
330	MN935283.1	Pezizomycotina
331	MT269799.1	Pezizomycotina
332	KX885100.1	Pezizomycotina
333	MG711806.1	Pezizomycotina
334	MN935228.1	Pezizomycotina
335	AP024433.1	Pezizomycotina
336	JN696111.1	Pezizomycotina
337	MN935342.1	Pezizomycotina
338	MW715691.1	Pezizomycotina
339	NC_056323.1	Pezizomycotina
340	MN935418.1	Pezizomycotina
341	MN935242.1	Pezizomycotina
342	KM486533.1	Pezizomycotina
343	MK637641.1	Pezizomycotina
344	KY498478.1	Pezizomycotina
345	MW373711.1	Pezizomycotina
346	MN935308.1	Pezizomycotina
347	NC_060511.1	Pezizomycotina
348	KX987159.1	Pezizomycotina
349	MN935305.1	Pezizomycotina
350	MN935309.1	Pezizomycotina
351	MN935271.1	Pezizomycotina
352	MK038875.1	Pezizomycotina
353	MN935371.1	Pezizomycotina
354	MN935351.1	Pezizomycotina
355	MT036709.1	Pezizomycotina
356	MN935395.1	Pezizomycotina
357	MK234910.1	Pezizomycotina
358	KY774449.1	Pezizomycotina
359	MN935273.1	Pezizomycotina
360	MN935379.1	Pezizomycotina
361	EU100743.1	Pezizomycotina
362	NC_030524.1	Pezizomycotina
363	MN935340.1	Pezizomycotina
364	NC_052832.1	Pezizomycotina
365	NC_015991.1	Pezizomycotina
366	MT036741.1	Pezizomycotina
367	MZ714578.1	Pezizomycotina
368	NC_063724.1	Pezizomycotina
369	MT010909.1	Pezizomycotina
370	MT036737.1	Pezizomycotina
371	MW115131.1	Pezizomycotina
372	MG941021.1	Pezizomycotina
373	MT471267.1	Pezizomycotina
374	OK267386.1	Pezizomycotina
375	MT036713.1	Pezizomycotina
376	MT036695.1	Pezizomycotina
377	MT036724.1	Pezizomycotina
378	MN935373.1	Pezizomycotina
379	MT818175.1	Pezizomycotina
380	MN935409.1	Pezizomycotina
381	CP031392.1	Pezizomycotina
382	MN935414.1	Pezizomycotina
383	MN935427.1	Pezizomycotina
384	BK010544.1	Pezizomycotina
385	MN935375.1	Pezizomycotina
386	KP722512.2	Pezizomycotina
387	NC_036144.1	Pezizomycotina
388	MN935423.1	Pezizomycotina
389	MT010921.1	Pezizomycotina
390	BK010545.1	Pezizomycotina
391	MW525445.1	Pezizomycotina
392	CP017352.1	Pezizomycotina
393	MN935285.1	Pezizomycotina
394	MN935318.1	Pezizomycotina
395	MT036743.1	Pezizomycotina
396	KC683708.1	Pezizomycotina
397	MW182648.1	Pezizomycotina
398	MH412632.1	Pezizomycotina
399	KP966559.1	Pezizomycotina
400	MW376862.1	Pezizomycotina
401	MN935317.1	Pezizomycotina
402	MN935278.1	Pezizomycotina
403	MN935363.1	Pezizomycotina
404	NC_029706.1	Pezizomycotina
405	MW192442.1	Pezizomycotina
406	CP098288.1	Pezizomycotina
407	MN935334.1	Pezizomycotina
408	NC_040159.1	Pezizomycotina
409	NC_049079.1	Pezizomycotina
410	MW182669.1	Pezizomycotina
411	MW182668.1	Pezizomycotina
412	MT036680.1	Pezizomycotina
413	KX885102.1	Pezizomycotina
414	MT036714.1	Pezizomycotina
415	AP014506.1	Pezizomycotina
416	KY352472.1	Pezizomycotina
417	NC_060570.1	Pezizomycotina
418	FJ385029.1	Pezizomycotina
419	MG592681.1	Pezizomycotina
420	KR864757.1	Pezizomycotina
421	MT010930.1	Pezizomycotina
422	MT527962.1	Pezizomycotina
423	MT036753.1	Pezizomycotina
424	NC_023540.1	Pezizomycotina
425	KT201149.1	Pezizomycotina
426	MN935270.1	Pezizomycotina
427	NC_063725.1	Pezizomycotina
428	KX061492.1	Pezizomycotina
429	MN935253.1	Pezizomycotina
430	NC_036039.1	Pezizomycotina
431	MN935346.1	Pezizomycotina
432	KX066186.1	Pezizomycotina
433	KF432176.1	Pezizomycotina
434	MT036689.1	Pezizomycotina
435	MN935300.1	Pezizomycotina
436	MZ714581.1	Pezizomycotina
437	NW_025064823.1	Pezizomycotina
438	MW929093.1	Pezizomycotina
439	NC_058594.1	Pezizomycotina
440	MW182654.1	Pezizomycotina
441	MN935377.1	Pezizomycotina
442	NC_030340.1	Pezizomycotina
443	MK307916.1	Pezizomycotina
444	MW711788.1	Pezizomycotina
445	MN904747.1	Pezizomycotina
446	NC_041445.1	Pezizomycotina
447	MN935381.1	Pezizomycotina
448	KY364635.1	Pezizomycotina
449	LC602355.1	Pezizomycotina
450	MW030498.1	Pezizomycotina
451	KP966558.1	Pezizomycotina
452	NC_054243.1	Pezizomycotina
453	DQ217399.1	Pezizomycotina
454	KY315997.1	Pezizomycotina
455	KF650574.1	Pezizomycotina
456	NC_060510.1	Pezizomycotina
457	MK294991.1	Pezizomycotina
458	MN935307.1	Pezizomycotina
459	MT036681.1	Pezizomycotina
460	MN935221.1	Pezizomycotina
461	MF595868.1	Pezizomycotina
462	NC_031804.1	Pezizomycotina
463	NC_040007.1	Pezizomycotina
464	NC_044132.1	Pezizomycotina
465	NC_016187.1	Pezizomycotina
466	OK336421.1	Pezizomycotina
467	KP719096.1	Pezizomycotina
468	NC_060508.1	Pezizomycotina
469	MT036698.1	Pezizomycotina
470	MT036740.1	Pezizomycotina
471	CP098304.1	Pezizomycotina
472	CP097909.1	Pezizomycotina
473	KC832409.1	Pezizomycotina
474	MT010910.1	Pezizomycotina
475	NC_018100.1	Pezizomycotina
476	MW182658.1	Pezizomycotina
477	MN935291.1	Pezizomycotina
478	KY924879.1	Pezizomycotina
479	KP966560.1	Pezizomycotina
480	KX885103.1	Pezizomycotina
481	MK512381.1	Pezizomycotina
482	NC_007597.1	Pezizomycotina
483	KF650573.1	Pezizomycotina
484	NC_063726.1	Pezizomycotina
485	MN935315.1	Pezizomycotina
486	MN935259.1	Pezizomycotina
487	MN935378.1	Pezizomycotina
488	MN935284.1	Pezizomycotina
489	NC_029194.1	Pezizomycotina
490	MZ714583.1	Pezizomycotina
491	NC_016957.1	Pezizomycotina
492	MN935399.1	Pezizomycotina
493	MT816499.1	Pezizomycotina
494	MN935232.1	Pezizomycotina
495	MN935419.1	Pezizomycotina
496	MN935235.1	Pezizomycotina
497	MT036702.1	Pezizomycotina
498	MN842262.1	Pezizomycotina
499	MW019427.1	Pezizomycotina
500	CP060338.1	Pezizomycotina
501	MN935306.1	Pezizomycotina
502	MK124769.1	Pezizomycotina
503	NC_026920.1	Pezizomycotina
504	NC_057480.1	Pezizomycotina
505	MZ595008.1	Pezizomycotina
506	KY353115.1	Pezizomycotina
507	MN935412.1	Pezizomycotina
508	MN935382.1	Pezizomycotina
509	NC_027660.1	Pezizomycotina
510	MT010912.1	Pezizomycotina
511	MN239093.1	Pezizomycotina
512	MN935368.1	Pezizomycotina
513	MN935239.1	Pezizomycotina
514	MT036750.1	Pezizomycotina
515	MN935360.1	Pezizomycotina
516	MT036725.1	Pezizomycotina
517	CP058939.1	Pezizomycotina
518	MG686615.1	Pezizomycotina
519	NC_058291.1	Pezizomycotina
520	MT036728.1	Pezizomycotina
521	MT197497.1	Pezizomycotina
522	NC_016955.1	Pezizomycotina
523	MN935294.1	Pezizomycotina
524	MT036688.1	Pezizomycotina
525	NC_036382.1	Pezizomycotina
526	MK061298.1	Pezizomycotina
527	MN935319.1	Pezizomycotina
528	MZ714575.1	Pezizomycotina
529	MN935424.1	Pezizomycotina
530	NC_031375.1	Pezizomycotina
531	MN935262.1	Pezizomycotina
532	MN935327.1	Pezizomycotina
533	MN935393.1	Pezizomycotina
534	MW632154.1	Pezizomycotina
535	NC_050381.1	Saccharomycotina
536	CP006474.1	Saccharomycotina
537	CP006484.1	Saccharomycotina
538	NC_036748.1	Saccharomycotina
539	NC_050172.1	Saccharomycotina
540	CP006483.1	Saccharomycotina
541	NC_031184.1	Saccharomycotina
542	KC993193.1	Saccharomycotina
543	CP006527.1	Saccharomycotina
544	CP030978.1	Saccharomycotina
545	NC_016756.1	Saccharomycotina
546	AP012028.1	Saccharomycotina
547	NC_022174.1	Saccharomycotina
548	NC_022159.1	Saccharomycotina
549	NC_022166.1	Saccharomycotina
550	KC993198.1	Saccharomycotina
551	D31785.1	Saccharomycotina
552	AP014934.1	Saccharomycotina
553	HQ267968.1	Saccharomycotina
554	CP006508.1	Saccharomycotina
555	NC_022151.1	Saccharomycotina
556	CP006554.1	Saccharomycotina
557	NC_015384.1	Saccharomycotina
558	NW_023500906.1	Saccharomycotina
559	NC_050303.1	Saccharomycotina
560	MT444157.1	Saccharomycotina
561	CP006500.1	Saccharomycotina
562	AP014931.1	Saccharomycotina
563	KY287644.1	Saccharomycotina
564	NC_022175.1	Saccharomycotina
565	MT442070.1	Saccharomycotina
566	NC_006972.1	Saccharomycotina
567	NC_016126.1	Saccharomycotina
568	NC_050374.1	Saccharomycotina
569	NC_006971.1	Saccharomycotina
570	CP039616.1	Saccharomycotina
571	KC993182.1	Saccharomycotina
572	MT433105.1	Saccharomycotina
573	JQ864234.1	Saccharomycotina
574	KM595071.1	Saccharomycotina
575	CP048728.1	Saccharomycotina
576	KF214632.1	Saccharomycotina
577	MT534625.1	Saccharomycotina
578	KY287643.1	Saccharomycotina
579	JQ236859.1	Saccharomycotina
580	NC_014612.1	Saccharomycotina
581	NC_022435.1	Saccharomycotina
582	AY391853.2	Saccharomycotina
583	KM595074.1	Saccharomycotina
584	NC_013830.1	Saccharomycotina
585	CP020258.1	Saccharomycotina
586	KY989227.1	Saccharomycotina
587	KP712795.1	Saccharomycotina
588	CP006525.1	Saccharomycotina
589	MW367982.1	Saccharomycotina
590	MT442069.1	Saccharomycotina
591	CP006516.1	Saccharomycotina
592	NC_027459.1	Saccharomycotina
593	KX657750.1	Saccharomycotina
594	NC_027433.1	Saccharomycotina
595	MG269479.1	Saccharomycotina
596	CP006556.1	Saccharomycotina
597	NC_050344.1	Saccharomycotina
598	GU126492.1	Saccharomycotina
599	MT433114.1	Saccharomycotina
600	NC_003920.1	Saccharomycotina
601	KY989232.1	Saccharomycotina
602	NC_018056.1	Saccharomycotina
603	NC_031512.1	Saccharomycotina
604	KY287660.1	Saccharomycotina
605	CP089116.1	Saccharomycotina
606	KY287655.1	Saccharomycotina
607	NC_050840.1	Saccharomycotina
608	CP006534.1	Saccharomycotina
609	NC_063596.1	Saccharomycotina
610	CP060329.1	Saccharomycotina
611	NC_036375.1	Saccharomycotina
612	NC_031185.1	Saccharomycotina
613	MT461933.1	Saccharomycotina
614	KU920675.1	Saccharomycotina
615	NC_057617.1	Saccharomycotina
616	CP006548.1	Saccharomycotina
617	MK456489.1	Saccharomycotina
618	KJ459950.1	Saccharomycotina
619	KF214631.1	Saccharomycotina
620	NC_022163.1	Saccharomycotina
621	KP712802.1	Saccharomycotina
622	KC993192.1	Saccharomycotina
623	MT433116.1	Saccharomycotina
624	NC_050846.1	Saccharomycotina
625	MW367976.1	Saccharomycotina
626	NC_005972.1	Saccharomycotina
627	NC_022165.1	Saccharomycotina
628	CP006499.1	Saccharomycotina
629	KP712791.1	Saccharomycotina
630	CP006510.1	Saccharomycotina
631	NC_022154.1	Saccharomycotina
632	NC_006626.1	Saccharomycotina
633	NC_014693.1	Saccharomycotina
634	CP006553.1	Saccharomycotina
635	CP006487.1	Saccharomycotina
636	CP006550.2	Saccharomycotina
637	CP020156.1	Saccharomycotina
638	KY287646.1	Saccharomycotina
639	CP006511.2	Saccharomycotina
640	MT447075.1	Saccharomycotina
641	CP064816.1	Saccharomycotina
642	KU888695.1	Saccharomycotina
643	KY287657.1	Saccharomycotina
644	NC_012619.1	Saccharomycotina
645	MG269480.1	Saccharomycotina
646	NC_022156.1	Saccharomycotina
647	NC_050382.1	Saccharomycotina
648	KP712798.1	Saccharomycotina
649	AP014929.1	Saccharomycotina
650	CP006564.1	Saccharomycotina
651	CP014469.1	Saccharomycotina
652	KM595072.1	Saccharomycotina
653	NW_024066106.1	Saccharomycotina
654	KC993176.1	Saccharomycotina
655	MT442071.1	Saccharomycotina
656	CP063273.1	Saccharomycotina
657	KP712782.1	Saccharomycotina
658	CP020241.1	Saccharomycotina
659	NC_013145.2	Saccharomycotina
660	MW147605.1	Saccharomycotina
661	KP712790.1	Saccharomycotina
662	NC_010166.1	Saccharomycotina
663	MT442066.1	Saccharomycotina
664	CP006498.1	Saccharomycotina
665	CP021098.1	Saccharomycotina
666	CP006505.1	Saccharomycotina
667	KM595075.1	Saccharomycotina
668	MT421960.1	Saccharomycotina
669	MT442053.1	Saccharomycotina
670	KR260476.1	Saccharomycotina
671	KP712794.1	Saccharomycotina
672	MT433118.1	Saccharomycotina
673	CP006543.1	Saccharomycotina
674	CP006535.1	Saccharomycotina
675	MT534626.1	Saccharomycotina
676	KY287642.1	Saccharomycotina
677	CP006529.1	Saccharomycotina
678	NC_058213.1	Saccharomycotina
679	MK456488.1	Saccharomycotina
680	KC993183.1	Saccharomycotina
681	MT447079.1	Saccharomycotina
682	KP712785.1	Saccharomycotina
683	CP006528.1	Saccharomycotina
684	NC_031513.1	Saccharomycotina
685	CP006559.1	Saccharomycotina
686	DQ508940.1	Saccharomycotina
687	CP006520.1	Saccharomycotina
688	MT433120.1	Saccharomycotina
689	CP006522.2	Saccharomycotina
690	AY962591.1	Saccharomycotina
691	NC_037730.1	Saccharomycotina
692	LK934652.1	Saccharomycotina
693	MT433108.1	Saccharomycotina
694	AP014933.1	Saccharomycotina
695	CP006557.1	Saccharomycotina
696	NC_050380.1	Saccharomycotina
697	CP006521.1	Saccharomycotina
698	KU920681.1	Saccharomycotina
699	KM595067.1	Saccharomycotina
700	CP006545.1	Saccharomycotina
701	CP006476.1	Saccharomycotina
702	MT449695.1	Saccharomycotina
703	CP061163.1	Saccharomycotina
704	CP006523.1	Saccharomycotina
705	NC_036376.1	Saccharomycotina
706	NC_024094.1	Saccharomycotina
707	CP096877.1	Saccharomycotina
708	KP712780.1	Saccharomycotina
709	NC_050341.1	Saccharomycotina
710	KY989233.1	Saccharomycotina
711	CP020139.1	Saccharomycotina
712	MT442061.1	Saccharomycotina
713	CP006560.2	Saccharomycotina
714	KC993174.1	Saccharomycotina
715	MF163266.1	Saccharomycotina
716	CP020207.1	Saccharomycotina
717	CP006504.1	Saccharomycotina
718	MT442065.1	Saccharomycotina
719	MT433107.1	Saccharomycotina
720	MT421957.1	Saccharomycotina
721	CP020292.1	Saccharomycotina
722	NC_013147.1	Saccharomycotina
723	KU920682.1	Saccharomycotina
724	KY287652.1	Saccharomycotina
725	EF468347.1	Saccharomycotina
726	NC_018046.1	Saccharomycotina
727	AP014930.1	Saccharomycotina
728	CP006513.1	Saccharomycotina
729	KY287645.1	Saccharomycotina
730	NC_022162.1	Saccharomycotina
731	HM594866.1	Saccharomycotina
732	MT433111.1	Saccharomycotina
733	NC_016130.1	Saccharomycotina
734	NC_036377.1	Saccharomycotina
735	MT447080.1	Saccharomycotina
736	NC_022167.1	Saccharomycotina
737	KU920677.1	Saccharomycotina
738	CP049014.1	Saccharomycotina
739	MT442072.1	Saccharomycotina
740	MT421959.1	Saccharomycotina
741	MT849287.1	Saccharomycotina
742	CP006531.1	Saccharomycotina
743	JQ864233.1	Saccharomycotina
744	AY445918.1	Saccharomycotina
745	CP006495.1	Saccharomycotina
746	KU888694.1	Saccharomycotina
747	HQ267969.1	Saccharomycotina
748	KX657747.1	Saccharomycotina
749	CP006501.1	Saccharomycotina
750	CP022982.1	Saccharomycotina
751	NC_036380.1	Saccharomycotina
752	CP006532.1	Saccharomycotina
753	KJ459953.1	Saccharomycotina
754	CP006489.1	Saccharomycotina
755	OM763983.1	Saccharomycotina
756	AF285261.1	Saccharomycotina
757	CP059539.1	Saccharomycotina
758	NC_050837.1	Saccharomycotina
759	CP006496.1	Saccharomycotina
760	NC_036374.1	Saccharomycotina
761	MW367979.1	Saccharomycotina
762	KY287661.1	Saccharomycotina
763	KC993194.1	Saccharomycotina
764	AY654900.1	Saccharomycotina
