	sequence_id	cluster_id
187	01_AE.TH.2010.40100v09_19.KY580632	01_AE
188	01_AE.TH.2011.40436v09_12.MN792467	01_AE
189	01_AE.TH.2010.2543733P000FL_Sd.MK272350	01_AE
190	01_AE.CN.1997.97CNGX2F_97CNGX_2F.AY008714	01_AE
191	01_AE.TH.2005.AA107a_wg8_816769.JX448026	01_AE
192	01_AE.TH.2010.40100v06_03.KY580604	01_AE
193	01_AE.TH.2005.AA079a_WG1.JX447589	01_AE
194	01_AE.TH.2011.2544574P000FL_Sa.MG989510	01_AE
195	01_AE.TH.2011.40363v09_08.MN792441	01_AE
196	01_AE.CN.2009.09LNA013.JX960623	01_AE
197	01_AE.TH.2005.AA081a13.JX447620	01_AE
198	01_AE.CN.2007.GD070092.JX112824	01_AE
199	01_AE.CN.2019.171.ON959789	01_AE
200	02_AG.GB.2014.14592_1_53.3.MF109547	02_AG
201	02_AG.CM.2001.01CM_0925MO.AY371134	02_AG
202	02_AG.FR.2015.CODb4_1.OP994781	02_AG
203	02_AG.NG.2011.11NG050135.KX389640	02_AG
204	02_AG.NG.2010.10NG020307.KX389617	02_AG
205	02_AG.GH.2020.KBH10-GH.OQ121853	02_AG
206	02_AG.GH.2003.03GH181AG.AB286855	02_AG
207	02_AG.GH.2020.KBH02-GH.OQ121846	02_AG
208	02_AG.GH.2003.03GH181AG.AB286856	02_AG
209	02_AG.GW.2014.DEURF14GW040.MN703132	02_AG
210	02_AG.CM.2010.10CMLB075.MT349411	02_AG
211	02_AG.FR.1991.DJ264.AF063224	02_AG
212	02_AG.NG.2009.09NG_SC61.JN248592	02_AG
213	02_AG.GH.2020.KBH28-GH.OQ121867	02_AG
214	02_AG.-.2000.LA12FroG.KU168267	02_AG
215	02_AG.GH.2020.KBH15-GH.OQ121857	02_AG
216	02_AG.CM.2000.NYU1999.MK086123	02_AG
217	02_AG.GH.2021.KBH53-GH.OQ121883	02_AG
218	02_AG.GB.2014.14592_1_78.3.MF109572	02_AG
219	02_AG.ES.2014.100593.KY989950	02_AG
220	02_AG.CM.2002.02CM_0014BBY.AY371126	02_AG
221	02_AG.ES.2006.DE00206AO001.JX140645	02_AG
222	02_AG.FR.2015.CODb4_4.OP994784	02_AG
223	02_AG.GH.2003.03GH189AG.AB286862	02_AG
224	02_AG.GW.2014.DE00214GW043.MT222961	02_AG
225	02_AG.KR.1993.93MHI10.MW405338	02_AG
226	02_AG.BE.2014.AE.MN485975	02_AG
227	02_AG.CM.2002.02CM_3217MN.GU201514	02_AG
228	02_AG.CM.2011.NYU6556_3.MK086125	02_AG
229	02_AG.CM.2001.01CM_0131NY.AY371137	02_AG
230	02_AG.CM.2001.01CM_0074NY.AY371131	02_AG
231	02_AG.GH.2021.KBH68-GH.OQ121895	02_AG
232	02_AG.ES.2009.P2222_2s_nt0547_9473.MF157742	02_AG
233	02_AG.CY.2005.CY048.FJ388902	02_AG
234	02_AG.KR.2004.04MHI10.JQ316137	02_AG
235	02_AG.CM.2001.01CM_0008BBY.AY371124	02_AG
236	02_AG.CY.2019.CY581.ON989318	02_AG
237	02_AG.BE.2016.BC.MN485999	02_AG
238	02_AG.GW.2014.DE00214GW007.MH078543	02_AG
239	02_AG.CY.2018.CY535.ON989288	02_AG
240	02_AG.KR.2013.13MHI6-11622.KF561439	02_AG
241	02_AG.KR.2007.07MHI10.JQ316136	02_AG
242	02_AG.CM.2003.CM1193-8.KU168304	02_AG
243	02_AG.GH.2021.KBH71-GH.OQ121897	02_AG
244	02_AG.SE.2011.SE602019.KP411843	02_AG
245	02_AG.LR.-.POC44951.AB485637	02_AG
246	02_AG.CM.2010.10CMLB077.MT349412	02_AG
247	02_AG.CM.2002.02CM_0013BBY.AY371125	02_AG
248	02_AG.CM.1997.CM52885.AF377954	02_AG
249	02_AG.NG.2010.10NG030161.KX389610	02_AG
250	02_AG.NG.2010.10NG020065.KX389621	02_AG
251	02_AG.BE.2019.DB.MT417738	02_AG
252	02_AG.CM.2010.10CMLB097.MT349414	02_AG
253	02_AG.CM.2006.06CMARC11.MN153480	02_AG
254	02_AG.CM.2002.02CM_1970LE.GU201511	02_AG
255	02_AG.CM.2004.459-16.MH705136	02_AG
256	02_AG.CM.2010.10CMLB088.MT349408	02_AG
257	02_AG.FR.2015.CODb4_12.OP994793	02_AG
258	02_AG.CM.2010.10CMLB070.MT349409	02_AG
259	02_AG.GH.2020.KBH07_GH.OQ121850	02_AG
260	02_AG.DE.2009.701114.KT124792	02_AG
261	02_AG.GH.2020.KBH23-GH.OQ121862	02_AG
262	02_AG.CM.2008.08CMBDSH9.MN153494	02_AG
263	02_AG.CY.2009.CY256.JF683799	02_AG
264	02_AG.FR.2015.CODb4_7b.OP994788	02_AG
265	02_AG.KR.2013.13MHI6-11621.KF561438	02_AG
266	02_AG.NG.2011.DE00211NG010.KY953198	02_AG
267	02_AG.GH.2021.KBH64-GH.OQ121891	02_AG
268	02_AG.GH.2003.03GH197AG.AB286864	02_AG
269	02_AG.CM.2006.06CMLPH19AM.MT349419	02_AG
270	02_AG.FR.2015.CODb4_9.OP994790	02_AG
271	02_AG.GH.2020.KBH31-GH.OQ121869	02_AG
272	02_AG.KR.2008.08MHI11.JQ316138	02_AG
273	02_AG.GH.2021.KBH70-GH.OQ121896	02_AG
274	02_AG.US.2000.00US_MSC3083.AY444811	02_AG
275	02_AG.CM.2002.02CM_1901LE.AY371146	02_AG
276	02_AG.GH.2022.EHC003-GH.OQ121845	02_AG
277	02_AG.GW.2014.DE00214GW005.MH078542	02_AG
278	02_AG.GH.2003.03GH184AG.AB286859	02_AG
279	02_AG.GH.2020.KBH06-GH.OQ121849	02_AG
280	02_AG.NG.2009.09NG010060.KX389639	02_AG
281	02_AG.CM.2001.01CM_0126MA.GU201499	02_AG
282	02_AG.GW.2014.DE00214GW009.MH078544	02_AG
283	02_AG.GH.2021.KBH67-GH.OQ121894	02_AG
284	02_AG.RU.2015.RU_ERS_2992_2015.MZ427751	02_AG
285	02_AG.GH.2022.KBH90-GH.OQ121913	02_AG
286	02_AG.NG.2009.09NG010181.KX389629	02_AG
287	02_AG.GW.2004.CC_0030.FJ694791	02_AG
288	02_AG.GH.2003.GHNJ188.AB231896	02_AG
289	02_AG.GH.2022.CHC001-GH.OQ121842	02_AG
290	02_AG.GB.2014.14592_1_56.3.MF109550	02_AG
291	02_AG.GH.-.I_2496.AB485633	02_AG
292	02_AG.ES.2010.P2648.MK177825	02_AG
293	02_AG.ES.1999.R74_s_nt0545_9481.MF157740	02_AG
294	02_AG.GH.1997.97GH-AG1.AB049811	02_AG
295	02_AG.KR.2012.12MHI6.MT877447	02_AG
296	02_AG.KR.2012.12MHI11-10746.KF561437	02_AG
297	02_AG.SE.2011.SE602020.KP411844	02_AG
298	02_AG.NG.2001.PL0710.DQ168577	02_AG
299	02_AG.CM.2001.01CM_0158ND.AY371132	02_AG
300	A1.KE.2000.MSA4072.AF457083	A1
301	A1.KE.2004.04KE406723V2.KT022365	A1
302	A1.KE.2004.04KE649309V2.KT022367	A1
303	A1.UG.2011.10203v01_08.MN791176	A1
304	A1.RW.2007.R977F_175059_17.MT942815	A1
305	A1.PK.2014.PK017.KX232610	A1
306	A1.RW.2010.R3843F_175094_17.MT942954	A1
307	A1.KE.2011.20178v01_03.MW443149	A1
308	A1.KE.2004.04KE263806V2.KT022361	A1
309	A1.UG.2011.10203v09_02.MN791180	A1
310	A1.UG.2017.Donor22_S6384.OQ686199	A1
311	A1.AU.2004.PS1044_Day177.DQ676873	A1
312	A1.UG.2010.10435v01_01.MN791279	A1
313	A1.KE.1997.ML752.AY322193	A1
314	A1.RW.2007.R463F_030907_FL39.KJ190254	A1
315	A1.TZ.2005.CO0439V5.KX907347	A1
316	A1.RW.2010.R3469F_175090_11.MT942917	A1
317	A1.PK.2014.PK007.KX232600	A1
318	A1.RW.2005.R57F_175020_13.MT942780	A1
319	A1.TZ.2010.30124v14_04.MN791895	A1
320	A1.TZ.2011.30507v02_02.OM825637	A1
321	A1.UG.2011.10220v09_07.MN791225	A1
322	A1.TZ.2012.30924v14_01.MN791984	A1
323	A1.TZ.2012.30924v08_11.MN791983	A1
324	A1.UG.1986.002399.OP039467	A1
325	A1.RW.2007.R880FPL_d73_B18.KP223841	A1
326	A1.KE.2011.20233v01_04.MW443160	A1
327	A1.KE.2011.20115v01_08.OM824618	A1
328	A1.RW.2010.R2302M_175093_7.MT942944	A1
329	A1.RW.2006.R65M_175010_4.MT942724	A1
330	A1.TZ.2010.30124v09_06.MN791888	A1
331	A1.UG.2011.10220v09_05.MN791223	A1
332	A1.TZ.2009.30112v14_10.MN791870	A1
333	A1.RW.2008.R873F_175074_P1_8.MT942886	A1
334	A1.RW.2007.R463FPL_d248_C11.KP223753	A1
335	A1.KE.2012.20810v01_06.OM825067	A1
336	A1.RW.2007.R463FPL_d60_A31.KP223772	A1
337	A1.KE.2011.20233v01_05.MW443161	A1
338	A1.RW.2005.R59M_175014_7.MT942749	A1
339	A1.KE.2002.ML1990PCR.EU110097	A1
340	A1.KE.2002.ML2014.EU110094	A1
341	A1.UG.2010.10435v01_09.MN791287	A1
342	A1.RW.2007.R463FPL_d179_B24.KP223736	A1
343	A1.KE.1997.ML605_3.AY322190	A1
344	A1.IN.1999.NARI-FLS_VB11.KT152841	A1
345	A1.SE.1994.SE7535.AF069671	A1
346	A1.KE.2011.20245v09_08.MN791339	A1
347	A1.SE.1995.UGSE8131.AF107771	A1
348	A1.RW.2007.R463FPL_d248_C18.KP223754	A1
349	A1.CD.1987.2106.MH705158	A1
350	A1.RW.2010.R3469F_175090_6.MT942923	A1
351	A1.UG.2011.10203v09_06.MN791184	A1
352	A1.KE.2001.ML1901.EU110087	A1
353	A1.TZ.2010.30124v01_09.MN791880	A1
354	A1.KE.2000.KNH1207.AF457068	A1
355	A1.KE.2010.20263v01_01.MN791363	A1
356	A1.TZ.2010.30124v01_05.MN791876	A1
357	A1.RW.2010.R3469F_175090_1.MT942915	A1
358	A1.SE.2013.079KE.MF373182	A1
359	A1.RW.2008.R1077F_175071_P1_9.MT942855	A1
360	A1.TZ.2012.30924v14_09.MN791989	A1
361	A1.RW.2006.R65M_175010_2_TF.MT942722	A1
362	A1.KE.2004.04KE860822V3.KT022369	A1
363	A1.RW.2007.R880_MPL_D2.KP223845	A1
364	A1.BG.2009.V_09_017.MH746253	A1
365	A1.RW.2006.R72M_175027_4.MT942795	A1
366	A1.TZ.2010.30124v14_05.MN791896	A1
367	A1.RW.2008.R463FPL_d333_B8.KP223767	A1
368	A1.TZ.2010.30124v01_03.MN791874	A1
369	A1.RW.2006.R72M_175027_7.MT942798	A1
370	A1.RW.2008.R873F_175074_P1_3.MT942881	A1
371	A1.PK.2014.PK018.KX232611	A1
372	A1.KE.2012.20608v01_02.OM824994	A1
373	A1.TZ.2009.30112v14_13.MN791872	A1
374	A1.KE.2010.20355v01_01.OM824813	A1
375	A1.SE.1993.001UG.MF373124	A1
376	A1.UG.2010.Read30_HIV_A1.KX228810	A1
377	A1.TZ.2010.30124v09_03.MN791885	A1
378	A1.CY.2008.CY218.JF683767	A1
379	A1.IN.1997.NARI-FLS_VB6.KT152840	A1
380	A1.TZ.2009.30112v09_10.MN791862	A1
381	A1.ZA.2004.503_15344_T38_A1.KT183315	A1
382	A1.KE.2006.06KE335214V6.KT022380	A1
383	A1.UG.2011.10203v09_03.MN791181	A1
384	A1.SE.1994.SE7253.AF069670	A1
385	A1.RW.2007.R463FPL_d179_B11.KP223735	A1
386	A1.UG.2011.DEMA110UG001.KF859745	A1
387	A1.KE.2012.20810v01_02.OM825063	A1
388	A1.ZA.2004.503_15344_T33_A1.KT183314	A1
389	A1.KE.2010.20263v01_03.MN791365	A1
390	A1.TZ.2010.30124v09_07.MN791889	A1
391	A1.RW.2005.R49M_175019_10.MT942765	A1
392	A1.KE.2010.20355v01_08.OM824820	A1
393	A1.RW.2007.R880_MPL_H29.KP223854	A1
394	A1.UG.2009.DEMA109UG017.KP109490	A1
395	A1.TZ.2012.30924v14_10.MN791990	A1
396	A1.UG.2007.p191084.JX236669	A1
397	A1.SE.2013.078SE.MF373181	A1
398	A1.IN.2000.NARI-FLS_VB99-30.KT152846	A1
399	A1.TZ.2010.30124v14_08.MN791899	A1
400	A1C.TZ.2004.CO6867V2.KX907427	A1C
401	A1C.KE.2010.20225v14_05.KY580533	A1C
402	A1C.RW.1992.92RW009_06.U88823	A1C
403	A1C.RW.2005.R40F_175012_1_TF.MT942736	A1C
404	A1C.UG.2013.10742v01_08.OM824597	A1C
405	A1C.KE.2010.20225v09_02.KY580523	A1C
406	A1C.RW.2005.R40F_175012_4.MT942738	A1C
407	A1C.IN.1999.NARI-FLS_VB27-30.KT175208	A1C
408	A1C.SE.2011.060SE.MF373163	A1C
409	A1C.TZ.2004.CO0098V3.KX907340	A1C
410	A1C.KE.2010.20225v14_13.KY580540	A1C
411	A1C.IN.1999.NARI-FLS_VB27-55.KT175209	A1C
412	A1C.KE.2010.20225v14_02.KY580531	A1C
413	A1C.NP.2011.11NP086.KU341729	A1C
414	A1C.KE.1999.KNH1097.AF457064	A1C
415	A1C.KE.2006.06KE161801V6.KT022413	A1C
416	A1C.KE.2005.05KE757760V5.KT022408	A1C
417	A1C.KE.2010.20225v09_04.KY580525	A1C
418	A1C.KE.2010.20225v14_04.KY580532	A1C
419	A1C.KE.2010.20225v09_07.KY580528	A1C
420	A1C.RW.2018.PSF_39M_Con.MZ642274	A1C
421	A1C.RW.2005.R44M_175017_2.MT942757	A1C
422	A1C.ZA.2007.503_03011_78.KT183122	A1C
423	A1C.RW.2007.R254F_175053_3.MT942803	A1C
424	A1C.RW.2009.R3584M_175089_14.MT942902	A1C
425	A1C.IN.1999.NARI-FLS_VB27-5.KT175205	A1C
426	A1C.RW.2009.R3584M_175089_18.MT942905	A1C
427	A1C.BE.2013.A.MN989924	A1C
428	A1C.UG.2013.10742v01_01.OM824590	A1C
429	A1C.RW.2005.R44M_175017_10.MT942753	A1C
430	A1C.KE.2010.20225v14_12.MN791316	A1C
431	A1C.KE.2010.20225v01_01.KY580512	A1C
432	A1C.IN.1999.NARI-FLS_VB27-69.KT175211	A1C
433	A1C.RW.2009.R3584M_175089_TF.MT942914	A1C
434	A1C.KE.2010.20225v14_08.KY580536	A1C
435	A1C.RW.2009.R3584M_175089_16.MT942904	A1C
436	A1C.TZ.2002.CO6770.AY734554	A1C
437	A1C.RW.2005.R40F_175012_12.MT942734	A1C
438	A1C.RW.2005.R44M_175017_8.MT942762	A1C
439	A1C.KE.2010.20225v09_11.KY580530	A1C
440	A1C.KE.2010.20225v01_02.KY580513	A1C
441	A1C.KE.2010.20225v14_01.MN791314	A1C
442	A1C.KE.2000.KISII5011.AF457061	A1C
443	A1C.TZ.1997.97TZ06.AF361876	A1C
444	A1C.IN.1999.NARI-FLS_VB27-99.KT175214	A1C
445	A1C.IN.2006.NARI-FLS_IVC3-1.28.KT175202	A1C
446	A1C.UG.2013.10742v01_02.OM824591	A1C
447	A1C.KE.2010.20225v01_09.KY580520	A1C
448	A1C.TZ.2004.CO6273V3.KX907403	A1C
449	A1C.IN.1999.NARI-FLS_VB27-11.KT175206	A1C
450	A1C.RW.2005.R40F_175012_3.MT942737	A1C
451	A1C.TZ.2006.CO3058V6.KX907362	A1C
452	A1C.KE.2010.20225v14_10.KY580538	A1C
453	A1C.UG.2013.10742v01_05.OM824594	A1C
454	A1C.RW.2009.R3584M_175089_3.MT942908	A1C
455	A1C.IN.1999.NARI-FLS_VB27-74.KT175212	A1C
456	A1C.RW.2009.R3584M_175089_1.MT942899	A1C
457	A1C.KE.2010.20225v09_01.KY580522	A1C
458	A1C.CA.2004.04CA7750.EU220698	A1C
459	A1C.TZ.2003.CO0844V2.KX907354	A1C
460	A1C.RW.2017.PSF_33M_Con.MZ642276	A1C
461	A1C.RW.2006.DEURF06RW006.KU749428	A1C
462	A1C.RW.2005.R44M_175017_1.MT942752	A1C
463	A1C.KE.2010.20225v09_10.KY580529	A1C
464	A1C.RW.2007.R254F_175053_6.MT942805	A1C
465	A1C.KE.2010.DEURF10KE001.KF716469	A1C
466	A1C.SE.2011.052SE.MF373155	A1C
467	A1C.RW.2009.R3584M_175089_8.MT942913	A1C
468	A1C.TZ.1997.97TZ01.AF361871	A1C
469	A1C.ZA.2015.527-C12-TF.ON862691	A1C
470	A1C.TZ.2001.A359.AY253319	A1C
471	A1C.IN.1999.NARI-FLS_VB27-63.KT175210	A1C
472	A1C.TZ.2006.CO6917V7.KX907429	A1C
473	A1C.TZ.2006.CO3812V6.KX907386	A1C
474	A1C.UG.2013.10742v01_07.OM824596	A1C
475	A1C.TZ.2005.CO6728V5.KX907418	A1C
476	A1C.KE.2010.20225v09_09.MN791313	A1C
477	A1C.RW.2019.NGA_77F_Con.MZ642280	A1C
478	A1C.TZ.2003.CO3301V1.KX907369	A1C
479	A1C.RW.2009.R3584M_175089_2.MT942907	A1C
