	sequence_id	cluster_id
386	MZ439919.1	Basidiomycota
387	CP033157.1	Basidiomycota
388	MH823225.1	Basidiomycota
389	MT649302.1	Basidiomycota
390	NC_037936.1	Basidiomycota
391	MF422648.1	Basidiomycota
392	KY911092.1	Basidiomycota
393	MG652610.1	Basidiomycota
394	NC_003049.1	Basidiomycota
395	NC_010651.1	Basidiomycota
396	MH138076.1	Basidiomycota
397	OL790394.1	Basidiomycota
398	MT843210.1	Basidiomycota
399	HQ259115.1	Basidiomycota
400	NC_044103.1	Basidiomycota
401	OM405130.1	Basidiomycota
402	NC_038205.1	Basidiomycota
403	KC763799.1	Basidiomycota
404	NC_037757.1	Basidiomycota
405	MW683320.1	Basidiomycota
406	KY911087.1	Basidiomycota
407	MZ615344.1	Basidiomycota
408	NC_044678.1	Basidiomycota
409	NC_054201.1	Basidiomycota
410	CP003834.1	Basidiomycota
411	MZ066602.1	Basidiomycota
412	MF422653.1	Basidiomycota
413	CP060321.1	Basidiomycota
414	MH732752.1	Basidiomycota
415	MZ615352.1	Basidiomycota
416	MG602718.1	Basidiomycota
417	NC_038206.1	Basidiomycota
418	NC_038224.1	Basidiomycota
419	MH138077.1	Basidiomycota
420	MN893302.1	Basidiomycota
421	NC_026782.1	Basidiomycota
422	MZ615343.1	Basidiomycota
423	MZ202357.1	Basidiomycota
424	MT843209.1	Basidiomycota
425	KY245891.1	Basidiomycota
426	MK993559.1	Basidiomycota
427	MG602717.1	Basidiomycota
428	MT843213.1	Basidiomycota
429	MT755636.1	Basidiomycota
430	NC_057083.1	Basidiomycota
431	CP025773.1	Basidiomycota
432	JN190941.1	Basidiomycota
433	CP048101.1	Basidiomycota
434	NC_045194.1	Basidiomycota
435	MT755637.1	Basidiomycota
436	MW525445.1	Basidiomycota
437	NC_038223.1	Basidiomycota
438	NC_044121.1	Basidiomycota
439	KY911086.1	Basidiomycota
440	MZ066600.1	Basidiomycota
441	NC_058596.1	Basidiomycota
442	NC_045197.1	Basidiomycota
443	KY911094.1	Basidiomycota
444	MF422647.1	Basidiomycota
445	MH252532.1	Basidiomycota
446	NC_036999.1	Basidiomycota
447	MW752413.1	Basidiomycota
448	NC_054311.1	Basidiomycota
449	DQ157700.1	Basidiomycota
450	MH319474.1	Basidiomycota
451	MH647061.1	Basidiomycota
452	MT663151.1	Basidiomycota
453	KY911088.1	Basidiomycota
454	NC_045195.1	Basidiomycota
455	NC_046502.1	Basidiomycota
456	NC_037937.1	Basidiomycota
457	MF422654.1	Basidiomycota
458	GU723273.1	Basidiomycota
459	NC_042769.1	Basidiomycota
460	KY911093.1	Basidiomycota
461	MZ066605.1	Basidiomycota
462	MW752415.1	Basidiomycota
463	LC385608.1	Basidiomycota
464	MG775432.1	Basidiomycota
465	MH319478.1	Basidiomycota
466	MZ066606.1	Basidiomycota
467	AF402141.1	Basidiomycota
468	MT843219.1	Basidiomycota
469	KF673550.1	Basidiomycota
470	MH643589.1	Basidiomycota
471	MK571437.1	Basidiomycota
472	KY911095.1	Basidiomycota
473	MK993562.1	Basidiomycota
474	NC_042698.1	Basidiomycota
475	MG602719.1	Basidiomycota
476	MH138075.1	Basidiomycota
477	NC_009880.1	Basidiomycota
478	MH252533.1	Basidiomycota
479	MN510416.1	Basidiomycota
480	MZ066593.1	Basidiomycota
481	MW683313.1	Basidiomycota
482	MW683315.1	Basidiomycota
483	MH794152.1	Basidiomycota
484	MZ261925.1	Basidiomycota
485	MH725793.1	Basidiomycota
486	MW752412.1	Basidiomycota
487	MN356101.1	Basidiomycota
488	NC_037774.1	Basidiomycota
489	MW683318.1	Basidiomycota
490	MH319475.1	Basidiomycota
491	MW291577.1	Basidiomycota
492	KY911084.1	Basidiomycota
493	MF422652.1	Basidiomycota
494	MT267529.1	Basidiomycota
495	MZ615345.1	Basidiomycota
496	NC_045218.1	Basidiomycota
497	KX827267.1	Basidiomycota
498	MT528240.1	Basidiomycota
499	EF204913.1	Basidiomycota
500	KY911090.1	Basidiomycota
501	MT843215.1	Basidiomycota
502	MF422650.1	Basidiomycota
503	NC_033903.1	Basidiomycota
504	JX985789.1	Basidiomycota
505	MT843212.1	Basidiomycota
506	NC_042773.1	Basidiomycota
507	MT765267.1	Basidiomycota
508	MW752416.1	Basidiomycota
509	NC_054202.1	Basidiomycota
510	MT843221.1	Basidiomycota
511	MH447975.1	Basidiomycota
512	KX394364.1	Basidiomycota
513	MN873036.1	Basidiomycota
514	MN623378.1	Basidiomycota
515	MH252534.1	Basidiomycota
516	CP086722.1	Basidiomycota
517	KY911091.1	Basidiomycota
518	NC_015400.1	Basidiomycota
519	NC_004336.1	Basidiomycota
520	MW683311.1	Basidiomycota
521	NC_021750.1	Basidiomycota
522	MZ615350.1	Basidiomycota
523	NC_044679.1	Basidiomycota
524	KY911085.1	Basidiomycota
525	AY101381.1	Basidiomycota
526	KY911098.1	Basidiomycota
527	MT843208.1	Basidiomycota
528	MK623259.1	Basidiomycota
529	MH319476.1	Basidiomycota
530	NC_062658.1	Basidiomycota
531	MG602716.1	Basidiomycota
532	CP048086.1	Basidiomycota
533	NC_036998.1	Basidiomycota
534	MZ615351.1	Basidiomycota
535	MT801082.1	Basidiomycota
536	MT528241.1	Basidiomycota
537	NC_037776.1	Basidiomycota
538	NC_045199.1	Basidiomycota
539	MH794153.1	Basidiomycota
540	NC_056808.1	Basidiomycota
541	MT843222.1	Basidiomycota
542	MT765268.1	Basidiomycota
543	EF536375.1	Basidiomycota
544	MZ066597.1	Basidiomycota
545	MH725800.1	Basidiomycota
546	MZ066596.1	Basidiomycota
547	MK623260.1	Basidiomycota
548	NC_009905.1	Basidiomycota
549	MT843220.1	Basidiomycota
550	NC_039441.1	Basidiomycota
551	NC_050041.1	Basidiomycota
552	MZ615347.1	Basidiomycota
553	MW580876.1	Basidiomycota
554	MK993556.1	Basidiomycota
555	MW683317.1	Basidiomycota
556	DQ993184.1	Basidiomycota
557	NC_046501.1	Basidiomycota
558	MN623377.1	Basidiomycota
559	NC_014344.1	Basidiomycota
560	NC_046500.1	Basidiomycota
561	NC_061666.1	Basidiomycota
562	CP022335.1	Basidiomycota
563	OL117025.1	Basidiomycota
564	KY911097.1	Basidiomycota
565	MZ615348.1	Basidiomycota
566	NC_038056.1	Basidiomycota
567	MH138072.1	Basidiomycota
568	MN565028.1	Basidiomycota
569	NC_028135.1	Basidiomycota
570	NC_054272.1	Basidiomycota
571	MK623261.1	Basidiomycota
572	NC_037775.1	Basidiomycota
573	NC_039443.1	Basidiomycota
574	NC_044677.1	Basidiomycota
575	MT479165.1	Basidiomycota
576	KY007042.1	Basidiomycota
577	MN906014.1	Basidiomycota
578	NC_045229.1	Basidiomycota
579	MN873034.1	Basidiomycota
580	MZ615349.1	Basidiomycota
581	MZ066595.1	Basidiomycota
582	MH138074.1	Basidiomycota
583	MG017444.1	Basidiomycota
584	LC565488.1	Basidiomycota
585	NC_061293.1	Basidiomycota
586	KP410262.1	Basidiomycota
587	MT843211.1	Basidiomycota
588	KC628747.1	Basidiomycota
589	NC_038091.1	Basidiomycota
590	MF694646.1	Basidiomycota
591	MH138073.1	Basidiomycota
592	MH647062.1	Basidiomycota
593	NC_042699.1	Basidiomycota
594	MT765269.1	Basidiomycota
595	FQ859090.1	Basidiomycota
596	MT765270.1	Basidiomycota
597	NC_056835.1	Basidiomycota
598	NC_057510.1	Basidiomycota
599	KY911081.1	Basidiomycota
600	MK993554.1	Basidiomycota
601	MW752417.1	Basidiomycota
602	NC_014352.1	Basidiomycota
603	NC_063592.1	Basidiomycota
604	NC_058230.1	Basidiomycota
605	MG017445.1	Basidiomycota
606	NC_054271.1	Basidiomycota
607	JN190940.1	Basidiomycota
608	KY911096.1	Basidiomycota
609	MK697669.1	Basidiomycota
610	KC573037.1	Basidiomycota
611	NC_037756.1	Basidiomycota
612	MH725791.1	Basidiomycota
613	NC_033533.1	Basidiomycota
614	KY911089.1	Basidiomycota
615	MT843218.1	Basidiomycota
616	MF422655.1	Basidiomycota
617	MZ066604.1	Basidiomycota
618	NC_059951.1	Basidiomycota
619	MK993564.1	Basidiomycota
620	MW683308.1	Basidiomycota
621	MT843214.1	Basidiomycota
622	MT234668.1	Basidiomycota
623	MN563752.1	Basidiomycota
624	NC_021373.1	Basidiomycota
625	MZ066599.1	Basidiomycota
626	MZ352929.1	Basidiomycota
627	MZ615346.1	Basidiomycota
628	NC_050042.1	Basidiomycota
629	MW752414.1	Basidiomycota
630	MZ066601.1	Basidiomycota
631	NC_023248.1	Basidiomycota
632	MZ439918.1	Basidiomycota
633	GQ338834.1	Basidiomycota
634	NC_044971.1	Basidiomycota
635	MW683310.1	Basidiomycota
636	NC_039747.1	Basidiomycota
637	NC_018792.1	Basidiomycota
638	NC_039455.1	Basidiomycota
639	MN427435.1	Basidiomycota
640	KY911083.1	Basidiomycota
641	MW683316.1	Basidiomycota
642	CP046440.1	Basidiomycota
643	MF422651.1	Basidiomycota
644	MF422649.1	Basidiomycota
645	MH319479.1	Basidiomycota
646	NC_061177.1	Basidiomycota
647	NC_061401.1	Basidiomycota
648	CP030260.1	Basidiomycota
649	MZ066598.1	Basidiomycota
650	MZ066594.1	Basidiomycota
651	NC_045198.1	Basidiomycota
652	MH447974.1	Basidiomycota
653	NC_058904.1	Basidiomycota
654	MT843216.1	Basidiomycota
655	CP034275.1	Basidiomycota
656	NC_037239.1	Basidiomycota
657	NC_045196.1	Basidiomycota
658	NC_022933.1	Basidiomycota
659	MT843217.1	Basidiomycota
660	MK993563.1	Basidiomycota
661	NC_039439.1	Basidiomycota
662	NC_039589.1	Basidiomycota
663	MH319477.1	Basidiomycota
664	NC_054273.1	Basidiomycota
665	CP046241.1	Basidiomycota
666	NC_036422.1	Basidiomycota
667	NC_037773.1	Basidiomycota
668	MN004749.1	Basidiomycota
669	MK993558.1	Basidiomycota
