	sequence_id	cluster_id
259	NC_056344.1	Cobitoidei
260	AP013295.1	Cobitoidei
261	ON116501.1	Cobitoidei
262	MH285820.1	Cobitoidei
263	KX376479.1	Cobitoidei
264	KT031050.1	Cobitoidei
265	AP011444.1	Cobitoidei
266	KT213602.1	Cobitoidei
267	AP011300.1	Cobitoidei
268	NC_062659.1	Cobitoidei
269	AB242163.1	Cobitoidei
270	KY379150.1	Cobitoidei
271	AP012139.1	Cobitoidei
272	MZ325251.1	Cobitoidei
273	NC_065113.1	Cobitoidei
274	NC_008679.1	Cobitoidei
275	AP012126.1	Cobitoidei
276	AB242170.1	Cobitoidei
277	NC_023473.1	Cobitoidei
278	AP011303.1	Cobitoidei
279	NC_018774.1	Cobitoidei
280	AP011343.1	Cobitoidei
281	OP499856.1	Cobitoidei
282	NC_033952.1	Cobitoidei
283	KX786161.1	Cobitoidei
284	MW553077.1	Cobitoidei
285	AP010782.1	Cobitoidei
286	KY352774.1	Cobitoidei
287	NC_031639.1	Cobitoidei
288	OQ024381.1	Cobitoidei
289	AP011230.1	Cobitoidei
290	MH644034.1	Cobitoidei
291	KX376478.1	Cobitoidei
292	NC_031592.1	Cobitoidei
293	KT241024.1	Cobitoidei
294	MG735453.1	Cobitoidei
295	OL471035.1	Cobitoidei
296	MZ662822.1	Cobitoidei
297	KT213604.1	Cobitoidei
298	AB242165.1	Cobitoidei
299	MH644033.1	Cobitoidei
300	MZ853162.1	Cobitoidei
301	KT362179.1	Cobitoidei
302	ON148332.1	Cobitoidei
303	AP011336.1	Cobitoidei
304	AP012130.1	Cobitoidei
305	NC_062728.1	Cobitoidei
306	NC_008675.1	Cobitoidei
307	KJ781206.1	Cobitoidei
308	NC_057305.1	Cobitoidei
309	KT224363.1	Cobitoidei
310	KT122845.2	Cobitoidei
311	ON116526.1	Cobitoidei
312	MW532080.1	Cobitoidei
313	NC_031584.1	Cobitoidei
314	NC_046443.1	Cobitoidei
315	NC_073132.1	Cobitoidei
316	MH155188.1	Cobitoidei
317	NC_059060.1	Cobitoidei
318	MH271101.1	Cobitoidei
319	NC_015306.1	Cobitoidei
320	KC734881.1	Cobitoidei
321	NC_031634.1	Cobitoidei
322	OM681515.1	Cobitoidei
323	MW289207.1	Cobitoidei
324	AP013298.1	Cobitoidei
325	AP011295.1	Cobitoidei
326	MW043721.1	Cobitoidei
327	KP716708.1	Cobitoidei
328	AP013297.1	Cobitoidei
329	MN581868.1	Cobitoidei
330	MZ853164.1	Cobitoidei
331	MW856898.1	Cobitoidei
332	AP011270.1	Cyprinoidei
333	OK623664.1	Cyprinoidei
334	AP011238.1	Cyprinoidei
335	NC_024623.1	Cyprinoidei
336	MW232476.1	Cyprinoidei
337	NC_015547.1	Cyprinoidei
338	KP262030.1	Cyprinoidei
339	MT767745.1	Cyprinoidei
340	NC_066949.1	Cyprinoidei
341	NC_008651.1	Cyprinoidei
342	NC_031567.1	Cyprinoidei
343	OQ871459.1	Cyprinoidei
344	KY404014.1	Cyprinoidei
345	NC_068235.1	Cyprinoidei
346	NC_010341.1	Cyprinoidei
347	KU159761.1	Cyprinoidei
348	KP795444.1	Cyprinoidei
349	NC_022187.1	Cyprinoidei
350	KP325413.1	Cyprinoidei
351	AP013342.1	Cyprinoidei
352	NC_068747.1	Cyprinoidei
353	KJ679504.1	Cyprinoidei
354	NC_020358.1	Cyprinoidei
355	NC_018037.1	Cyprinoidei
356	NC_031616.1	Cyprinoidei
357	KC346973.1	Cyprinoidei
358	OL457403.1	Cyprinoidei
359	KF529530.1	Cyprinoidei
360	NC_028417.1	Cyprinoidei
361	NC_022189.1	Cyprinoidei
362	OR992052.1	Cyprinoidei
363	OR552087.1	Cyprinoidei
364	NC_023534.1	Cyprinoidei
365	AP011366.1	Cyprinoidei
366	GQ303444.1	Cyprinoidei
367	NC_028416.1	Cyprinoidei
368	KY511122.1	Cyprinoidei
369	NC_019621.1	Cyprinoidei
370	AP011411.1	Cyprinoidei
371	KY305681.1	Cyprinoidei
372	AP011244.1	Cyprinoidei
373	KR606519.1	Cyprinoidei
374	NC_027741.1	Cyprinoidei
375	NC_022702.1	Cyprinoidei
376	KM668070.1	Cyprinoidei
377	MN883564.1	Cyprinoidei
378	NC_071913.1	Cyprinoidei
379	MT501366.1	Cyprinoidei
380	NC_058201.1	Cyprinoidei
381	AP012155.1	Cyprinoidei
382	AP013320.1	Cyprinoidei
383	AP011191.1	Cyprinoidei
384	KJ746935.1	Cyprinoidei
385	NC_066714.1	Cyprinoidei
386	KU314696.1	Cyprinoidei
387	MW232477.1	Cyprinoidei
388	NC_036301.1	Cyprinoidei
389	NC_069632.1	Cyprinoidei
390	KJ746939.1	Cyprinoidei
391	MT667242.1	Cyprinoidei
392	KT001152.1	Cyprinoidei
393	AP011434.1	Cyprinoidei
394	NC_008108.1	Cyprinoidei
395	OM687295.1	Cyprinoidei
396	KU146530.1	Cyprinoidei
397	MW625809.1	Cyprinoidei
398	KC351895.1	Cyprinoidei
399	NC_023802.1	Cyprinoidei
400	KU234534.1	Cyprinoidei
401	OL457405.1	Cyprinoidei
402	NC_060735.1	Cyprinoidei
403	MW557325.1	Cyprinoidei
404	NC_031525.1	Cyprinoidei
405	KJ710363.1	Cyprinoidei
406	AP009315.1	Cyprinoidei
407	KM593242.1	Cyprinoidei
408	KF640234.1	Cyprinoidei
409	MN105126.1	Cyprinoidei
410	AP012063.1	Cyprinoidei
411	KJ631750.1	Cyprinoidei
412	OL840283.1	Cyprinoidei
413	MW341221.1	Cyprinoidei
414	NC_024274.1	Cyprinoidei
415	NC_021755.1	Cyprinoidei
416	KM879225.1	Cyprinoidei
417	AP013338.1	Cyprinoidei
418	OK442459.1	Cyprinoidei
419	KX829025.1	Cyprinoidei
420	MG783572.1	Cyprinoidei
421	JX844592.1	Cyprinoidei
422	KF647872.1	Cyprinoidei
423	MH289765.1	Cyprinoidei
424	OK583904.1	Cyprinoidei
425	NC_008644.1	Cyprinoidei
426	EU979306.1	Cyprinoidei
427	JQ838172.1	Cyprinoidei
428	AP012068.1	Cyprinoidei
429	KF711857.1	Cyprinoidei
430	MW471068.1	Cyprinoidei
431	OM736799.1	Cyprinoidei
432	NC_018817.1	Cyprinoidei
433	AP011224.1	Cyprinoidei
434	NC_018789.1	Cyprinoidei
435	OK376042.1	Cyprinoidei
436	NC_026872.1	Cyprinoidei
437	NC_083968.1	Cyprinoidei
438	MN832777.1	Cyprinoidei
439	NC_063880.1	Cyprinoidei
440	OP594310.1	Cyprinoidei
441	KU668580.1	Cyprinoidei
442	NC_022718.1	Cyprinoidei
443	KJ645748.1	Cyprinoidei
444	NC_036933.1	Cyprinoidei
445	NC_022149.1	Cyprinoidei
446	KX829027.1	Cyprinoidei
447	AP013336.1	Cyprinoidei
448	NC_033390.1	Cyprinoidei
449	MT024680.1	Cyprinoidei
450	OK945938.1	Cyprinoidei
451	OP135603.1	Cyprinoidei
452	MN970213.1	Cyprinoidei
453	NC_031610.1	Cyprinoidei
454	ON920179.1	Cyprinoidei
455	KM288696.1	Cyprinoidei
456	MW338757.1	Cyprinoidei
457	NC_042407.1	Cyprinoidei
458	KF892542.1	Cyprinoidei
459	NC_022953.1	Cyprinoidei
460	AP011408.1	Cyprinoidei
461	MT249227.1	Cyprinoidei
462	LC269105.1	Cyprinoidei
463	OP745534.1	Cyprinoidei
464	NC_063686.1	Cyprinoidei
465	AP011331.1	Cyprinoidei
466	ON146588.1	Cyprinoidei
467	MN598560.1	Cyprinoidei
468	AP011220.1	Cyprinoidei
469	ON316823.1	Cyprinoidei
470	NC_030610.1	Cyprinoidei
471	OP135602.1	Cyprinoidei
472	KP013104.1	Cyprinoidei
473	NC_010110.1	Cyprinoidei
474	NC_084097.1	Cyprinoidei
475	NC_008110.1	Cyprinoidei
476	MN378520.1	Cyprinoidei
477	OM736851.1	Cyprinoidei
478	MW924117.1	Cyprinoidei
479	NC_013189.1	Cyprinoidei
480	NC_068241.1	Cyprinoidei
481	KT182474.1	Cyprinoidei
482	KF739399.1	Cyprinoidei
483	MG570420.1	Cyprinoidei
484	MT476484.1	Cyprinoidei
485	KF441551.1	Cyprinoidei
486	NC_031551.1	Cyprinoidei
487	NC_050978.1	Cyprinoidei
488	NC_008655.1	Cyprinoidei
489	MW762597.1	Cyprinoidei
490	NC_066936.1	Cyprinoidei
491	MF804977.1	Cyprinoidei
492	NC_008667.1	Cyprinoidei
493	NC_015535.1	Cyprinoidei
494	NC_037197.1	Cyprinoidei
495	NC_031609.1	Cyprinoidei
496	LC682792.1	Cyprinoidei
497	MG818719.1	Cyprinoidei
