	sequence_id	cluster_id
124	OR965521.1	Avastrovirus
125	NC_012437.1	Avastrovirus
126	ON964512.1	Avastrovirus
127	OP556137.1	Avastrovirus
128	MG934571.1	Avastrovirus
129	MN894548.1	Avastrovirus
130	MT789781.1	Avastrovirus
131	MT934439.1	Avastrovirus
132	OL963558.1	Avastrovirus
133	OM066892.1	Avastrovirus
134	MN127956.1	Avastrovirus
135	MN428645.1	Avastrovirus
136	OR924093.1	Avastrovirus
137	OK571389.1	Avastrovirus
138	OM469244.1	Avastrovirus
139	MT934438.1	Avastrovirus
140	MW846319.1	Avastrovirus
141	MW684817.1	Avastrovirus
142	OK148600.1	Avastrovirus
143	OR906208.1	Avastrovirus
144	OM569656.1	Avastrovirus
145	JF832365.1	Avastrovirus
146	MW684821.1	Avastrovirus
147	KY038163.1	Avastrovirus
148	MW505486.1	Avastrovirus
149	MT708902.1	Avastrovirus
150	MW684833.1	Avastrovirus
151	ON954324.1	Avastrovirus
152	OL963555.1	Avastrovirus
153	MH712856.1	Avastrovirus
154	OR211592.1	Avastrovirus
155	OM100591.1	Avastrovirus
156	NC_005790.1	Avastrovirus
157	PP444710.1	Avastrovirus
158	HM029238.1	Avastrovirus
159	MH052598.1	Avastrovirus
160	MZ819183.1	Avastrovirus
161	OM100599.1	Avastrovirus
162	OM469234.1	Avastrovirus
163	OM273307.1	Avastrovirus
164	MN307120.1	Avastrovirus
165	MN127955.1	Avastrovirus
166	OP621337.1	Avastrovirus
167	MN732559.1	Avastrovirus
168	OM100593.1	Avastrovirus
169	KT886453.1	Avastrovirus
170	KX397576.1	Avastrovirus
171	OL982613.1	Avastrovirus
172	OM455389.1	Avastrovirus
173	KM985702.1	Avastrovirus
174	MW505485.1	Avastrovirus
175	OR902764.1	Avastrovirus
176	MZ150559.1	Avastrovirus
177	MZ648231.1	Avastrovirus
178	OM264911.1	Avastrovirus
179	MW536497.1	Avastrovirus
180	OR958817.1	Avastrovirus
181	OP621333.1	Avastrovirus
182	MW592377.1	Avastrovirus
183	MW684831.1	Avastrovirus
184	OM100592.1	Avastrovirus
185	OM273303.1	Avastrovirus
186	OR220064.1	Avastrovirus
187	ON049470.1	Avastrovirus
188	OR907127.1	Avastrovirus
189	MT789783.1	Avastrovirus
190	MW588062.1	Avastrovirus
191	OR907133.1	Avastrovirus
192	OP776629.1	Avastrovirus
193	MT789775.1	Avastrovirus
194	MN307116.1	Avastrovirus
195	OP621332.1	Avastrovirus
196	OL762473.1	Avastrovirus
197	OM469235.1	Avastrovirus
198	OR924091.1	Avastrovirus
199	OR351273.1	Avastrovirus
200	MW784094.1	Avastrovirus
201	MT491732.1	Avastrovirus
202	KX290465.1	Avastrovirus
203	OR924087.1	Avastrovirus
204	MH028405.1	Avastrovirus
205	MW684822.1	Avastrovirus
206	OM273309.1	Avastrovirus
207	ON205965.1	Avastrovirus
208	OR907129.1	Avastrovirus
209	AF206663.2	Avastrovirus
210	KF753807.1	Avastrovirus
211	KT946720.1	Avastrovirus
212	OM469231.1	Avastrovirus
213	OP621338.1	Avastrovirus
214	MN149392.1	Avastrovirus
215	OK169911.1	Avastrovirus
216	OP621331.1	Avastrovirus
217	MW217578.1	Avastrovirus
218	MT789776.1	Avastrovirus
219	MW340534.1	Avastrovirus
220	OM066893.1	Avastrovirus
221	OM100598.1	Avastrovirus
222	OM066894.1	Avastrovirus
223	OQ685946.1	Avastrovirus
224	ON049473.1	Avastrovirus
225	MT789779.1	Avastrovirus
226	OQ870553.1	Avastrovirus
227	EU143849.1	Avastrovirus
228	OK571390.1	Avastrovirus
229	OM811458.1	Avastrovirus
230	MT789784.1	Avastrovirus
231	KY807085.1	Avastrovirus
232	KF753806.1	Avastrovirus
233	NC_002470.1	Avastrovirus
234	OM793621.1	Avastrovirus
235	OM100600.1	Avastrovirus
236	ON400505.1	Avastrovirus
237	EU143845.1	Avastrovirus
238	OL982615.1	Avastrovirus
239	KY855440.1	Avastrovirus
240	OR907132.1	Avastrovirus
241	OR286520.1	Avastrovirus
242	MW588063.1	Avastrovirus
243	MN109955.1	Avastrovirus
244	OM569657.1	Avastrovirus
245	MN428643.1	Avastrovirus
246	OR907134.1	Avastrovirus
247	OM100597.1	Avastrovirus
248	KY855438.1	Avastrovirus
249	MN127951.1	Avastrovirus
250	OL762471.1	Avastrovirus
251	OM066895.1	Avastrovirus
252	OM273308.1	Avastrovirus
253	MK125058.1	Avastrovirus
254	MW826482.1	Avastrovirus
255	MW505492.1	Avastrovirus
256	MZ819184.1	Avastrovirus
257	OR924086.1	Avastrovirus
258	OQ805852.1	Avastrovirus
259	MZ540211.1	Avastrovirus
260	MN809622.1	Avastrovirus
261	MW684819.1	Avastrovirus
262	OR907125.1	Avastrovirus
263	MN149395.1	Avastrovirus
264	OR286521.1	Avastrovirus
265	OK571391.1	Avastrovirus
266	MW505489.1	Avastrovirus
267	MW505487.1	Avastrovirus
268	MW786757.1	Avastrovirus
269	ON049467.1	Avastrovirus
270	MW684818.1	Avastrovirus
271	ON156528.1	Avastrovirus
272	OL853843.1	Avastrovirus
273	ON382521.1	Avastrovirus
274	OL536330.1	Avastrovirus
275	MZ367372.1	Avastrovirus
276	OR906207.1	Avastrovirus
277	OR286522.1	Avastrovirus
278	MN127953.1	Avastrovirus
279	MH807626.1	Avastrovirus
280	MT789785.1	Avastrovirus
281	MN337323.1	Avastrovirus
282	OP020131.1	Avastrovirus
283	OL963556.1	Avastrovirus
284	OL963557.1	Avastrovirus
285	Y15936.2	Avastrovirus
286	EU143850.1	Avastrovirus
287	KY646154.1	Avastrovirus
288	OM273302.1	Avastrovirus
289	OM100601.1	Avastrovirus
290	OL982614.1	Avastrovirus
291	MW353015.1	Avastrovirus
292	MN307115.1	Avastrovirus
293	MN725026.1	Avastrovirus
294	OM100602.1	Avastrovirus
295	OM273305.1	Avastrovirus
296	KT946721.1	Avastrovirus
297	MN109954.1	Avastrovirus
298	ON382522.1	Avastrovirus
299	OM100595.1	Avastrovirus
300	MW684825.1	Avastrovirus
301	PP444709.1	Avastrovirus
302	OM469245.1	Avastrovirus
303	MT789780.1	Avastrovirus
304	ON745304.1	Avastrovirus
305	MW592379.1	Avastrovirus
306	MW592378.1	Avastrovirus
307	MF772821.1	Avastrovirus
308	HV511037.1	Avastrovirus
309	MT491731.1	Avastrovirus
310	MN807051.1	Avastrovirus
311	MW684820.1	Avastrovirus
312	EU143851.1	Avastrovirus
313	KJ020899.1	Avastrovirus
314	OM469239.1	Avastrovirus
315	MT585643.1	Avastrovirus
316	MW505490.1	Avastrovirus
317	OR571426.1	Avastrovirus
318	MZ819185.1	Avastrovirus
319	OM469229.1	Avastrovirus
320	MT934437.1	Avastrovirus
321	MZ576222.1	Avastrovirus
322	MW684827.1	Avastrovirus
323	PP108251.1	Avastrovirus
324	ON376722.1	Avastrovirus
325	OQ805853.1	Avastrovirus
326	OR902760.1	Avastrovirus
327	KT946723.1	Avastrovirus
328	OM100590.1	Avastrovirus
329	OR902765.1	Avastrovirus
330	MN149394.1	Avastrovirus
331	MN428642.1	Avastrovirus
332	OM264913.1	Avastrovirus
333	OP272633.1	Avastrovirus
334	OM100596.1	Avastrovirus
335	OP179660.1	Avastrovirus
336	OR924088.1	Avastrovirus
337	MW505493.1	Avastrovirus
338	OR220065.1	Avastrovirus
339	OM095382.1	Avastrovirus
340	MW684829.1	Avastrovirus
341	KM985703.1	Avastrovirus
342	MN068024.1	Avastrovirus
343	MT789778.1	Avastrovirus
344	KT946722.1	Avastrovirus
345	MW505488.1	Avastrovirus
346	KT946718.1	Avastrovirus
347	OP946449.1	Avastrovirus
348	OM469233.1	Avastrovirus
349	MT585644.1	Avastrovirus
350	OR924089.1	Avastrovirus
351	MF768270.1	Avastrovirus
352	MW784097.1	Avastrovirus
353	OR907131.1	Avastrovirus
354	OL762472.1	Avastrovirus
355	MN127954.1	Avastrovirus
356	OR907130.1	Avastrovirus
357	MN307118.1	Avastrovirus
358	KF753804.1	Avastrovirus
359	OM100594.1	Avastrovirus
360	OM469237.1	Avastrovirus
361	FJ919228.1	Avastrovirus
362	OM100603.1	Avastrovirus
363	MW732148.1	Mamastrovirus
364	OQ198045.1	Mamastrovirus
365	OR220027.1	Mamastrovirus
366	MZ325575.1	Mamastrovirus
367	DQ070852.1	Mamastrovirus
368	MW784084.1	Mamastrovirus
369	KT956903.2	Mamastrovirus
370	MN882004.1	Mamastrovirus
371	ON624277.1	Mamastrovirus
372	ON624252.1	Mamastrovirus
373	OR148665.1	Mamastrovirus
374	ON624257.1	Mamastrovirus
375	MW810337.1	Mamastrovirus
376	MZ325570.1	Mamastrovirus
377	MW653748.1	Mamastrovirus
378	KC342249.1	Mamastrovirus
379	ON552247.1	Mamastrovirus
380	MN882003.1	Mamastrovirus
381	L23513.1	Mamastrovirus
382	MK671306.1	Mamastrovirus
383	NC_024472.1	Mamastrovirus
384	KY024237.1	Mamastrovirus
385	OR371570.1	Mamastrovirus
386	ON595825.1	Mamastrovirus
387	ON885950.1	Mamastrovirus
388	ON682298.1	Mamastrovirus
389	ON624280.1	Mamastrovirus
390	MT078247.1	Mamastrovirus
391	KJ920196.1	Mamastrovirus
392	OQ198039.1	Mamastrovirus
393	OQ968308.1	Mamastrovirus
394	GU985458.1	Mamastrovirus
395	KJ620979.1	Mamastrovirus
396	ON807347.1	Mamastrovirus
397	NC_023674.1	Mamastrovirus
398	MH446377.2	Mamastrovirus
399	LC201612.1	Mamastrovirus
400	ON571594.1	Mamastrovirus
401	ON624258.1	Mamastrovirus
402	LC201585.1	Mamastrovirus
403	MZ819165.1	Mamastrovirus
404	MZ325563.1	Mamastrovirus
405	MW784095.1	Mamastrovirus
406	KY933398.1	Mamastrovirus
407	NC_036583.1	Mamastrovirus
408	OQ198050.1	Mamastrovirus
409	JQ403108.1	Mamastrovirus
410	MW784108.1	Mamastrovirus
411	AB308374.1	Mamastrovirus
412	MW732147.1	Mamastrovirus
413	ON624264.1	Mamastrovirus
414	KF039912.1	Mamastrovirus
415	MK378498.1	Mamastrovirus
416	NC_027711.1	Mamastrovirus
417	MW732156.1	Mamastrovirus
418	AF260508.1	Mamastrovirus
419	LC694992.1	Mamastrovirus
420	MT906856.1	Mamastrovirus
421	ON682292.1	Mamastrovirus
422	MT906859.1	Mamastrovirus
423	MW732152.1	Mamastrovirus
424	NC_030922.1	Mamastrovirus
425	MT451918.1	Mamastrovirus
426	ON682300.1	Mamastrovirus
427	ON682290.1	Mamastrovirus
428	MZ325572.1	Mamastrovirus
429	MK059949.1	Mamastrovirus
430	MT766324.1	Mamastrovirus
431	ON715000.1	Mamastrovirus
432	AY720891.1	Mamastrovirus
433	LC201613.1	Mamastrovirus
434	ON624272.1	Mamastrovirus
435	MN977119.1	Mamastrovirus
436	KT946729.1	Mamastrovirus
437	MZ325560.1	Mamastrovirus
438	ON682276.1	Mamastrovirus
439	OQ968302.1	Mamastrovirus
440	HQ398856.2	Mamastrovirus
441	ON682279.1	Mamastrovirus
442	OP093958.1	Mamastrovirus
443	ON624265.1	Mamastrovirus
444	LC201593.1	Mamastrovirus
445	MW504572.1	Mamastrovirus
446	FJ755402.1	Mamastrovirus
447	GU223905.2	Mamastrovirus
448	OQ198046.1	Mamastrovirus
449	MW485045.1	Mamastrovirus
450	LC694993.1	Mamastrovirus
451	FJ222451.1	Mamastrovirus
452	MK296753.1	Mamastrovirus
453	MW373713.1	Mamastrovirus
454	OP076765.1	Mamastrovirus
455	MW504569.1	Mamastrovirus
456	KY940077.1	Mamastrovirus
457	OR220024.1	Mamastrovirus
458	MW784078.1	Mamastrovirus
459	Y15937.2	Mamastrovirus
460	KF787112.3	Mamastrovirus
461	GQ891990.1	Mamastrovirus
462	OQ198051.1	Mamastrovirus
463	OR220028.1	Mamastrovirus
464	OQ198038.1	Mamastrovirus
465	Z25771.1	Mamastrovirus
466	MZ325561.1	Mamastrovirus
467	MW504552.1	Mamastrovirus
468	MZ325568.1	Mamastrovirus
469	MW653752.1	Mamastrovirus
470	MW653751.1	Mamastrovirus
471	MW504559.1	Mamastrovirus
472	MW373716.1	Mamastrovirus
473	KM822593.1	Mamastrovirus
474	MN510440.1	Mamastrovirus
475	KY294673.2	Mamastrovirus
476	GQ267696.1	Mamastrovirus
477	ON807349.1	Mamastrovirus
478	MW784101.1	Mamastrovirus
479	OP331312.1	Mamastrovirus
480	ON907856.1	Mamastrovirus
481	NC_025379.2	Mamastrovirus
482	LC064152.1	Mamastrovirus
483	MW485044.1	Mamastrovirus
484	MZ325562.1	Mamastrovirus
485	MZ325567.1	Mamastrovirus
486	MT549855.1	Mamastrovirus
487	ON682278.1	Mamastrovirus
488	OP076746.1	Mamastrovirus
489	OQ198041.1	Mamastrovirus
490	MW037839.1	Mamastrovirus
491	KX599350.1	Mamastrovirus
492	MW504571.1	Mamastrovirus
493	OP432300.1	Mamastrovirus
494	ON191568.1	Mamastrovirus
495	MZ325574.1	Mamastrovirus
496	OP076766.1	Mamastrovirus
497	MW504557.1	Mamastrovirus
498	LC694985.1	Mamastrovirus
499	KY765684.1	Mamastrovirus
500	MW784082.1	Mamastrovirus
501	ON682283.1	Mamastrovirus
502	OQ198033.1	Mamastrovirus
503	KY214438.1	Mamastrovirus
504	OM105048.1	Mamastrovirus
505	OR148663.1	Mamastrovirus
506	MZ603076.1	Mamastrovirus
507	ON715001.1	Mamastrovirus
508	ON682293.1	Mamastrovirus
509	ON682297.1	Mamastrovirus
510	MK059954.1	Mamastrovirus
511	OP413960.1	Mamastrovirus
512	MW504551.1	Mamastrovirus
513	KY073229.1	Mamastrovirus
514	JX556691.1	Mamastrovirus
515	ON807351.1	Mamastrovirus
516	ON792969.1	Mamastrovirus
517	GU732187.1	Mamastrovirus
518	OR220025.1	Mamastrovirus
519	KY940545.1	Mamastrovirus
520	NC_023630.1	Mamastrovirus
521	ON682284.1	Mamastrovirus
522	OR222911.1	Mamastrovirus
523	JF713710.1	Mamastrovirus
524	KC285113.3	Mamastrovirus
525	ON807345.1	Mamastrovirus
526	ON792965.1	Mamastrovirus
527	ON682295.1	Mamastrovirus
528	LC201587.1	Mamastrovirus
529	MZ325582.1	Mamastrovirus
530	OP413952.1	Mamastrovirus
531	MT832895.1	Mamastrovirus
532	ON792971.1	Mamastrovirus
533	MZ819174.1	Mamastrovirus
534	KP759770.1	Mamastrovirus
535	LC694997.1	Mamastrovirus
536	MW784087.1	Mamastrovirus
537	MN882006.1	Mamastrovirus
538	LT706530.1	Mamastrovirus
539	NC_025346.1	Mamastrovirus
540	MT766326.1	Mamastrovirus
541	MT394896.1	Mamastrovirus
542	LC732122.1	Mamastrovirus
543	ON682301.1	Mamastrovirus
544	NC_004579.1	Mamastrovirus
545	LC201614.1	Mamastrovirus
546	MK059951.1	Mamastrovirus
547	LC201591.1	Mamastrovirus
548	KU764484.1	Mamastrovirus
549	OP413954.1	Mamastrovirus
550	MK613068.1	Mamastrovirus
551	KT946736.1	Mamastrovirus
552	OR702990.1	Mamastrovirus
553	MN882000.1	Mamastrovirus
554	MW504573.1	Mamastrovirus
555	KY940075.1	Mamastrovirus
556	FJ755404.1	Mamastrovirus
557	MN433706.1	Mamastrovirus
558	MT766321.1	Mamastrovirus
559	OP413944.1	Mamastrovirus
560	MW784105.1	Mamastrovirus
561	KM401565.1	Mamastrovirus
562	MW826531.1	Mamastrovirus
563	JF713712.1	Mamastrovirus
564	MN150124.1	Mamastrovirus
565	ON624275.1	Mamastrovirus
566	FJ402983.1	Mamastrovirus
567	KP982872.1	Mamastrovirus
568	LC341267.1	Mamastrovirus
569	OR220023.1	Mamastrovirus
570	OR544230.1	Mamastrovirus
571	ON624259.1	Mamastrovirus
572	AY179509.1	Mamastrovirus
573	LC201597.1	Mamastrovirus
574	KT946732.1	Mamastrovirus
575	KY859988.1	Mamastrovirus
576	MN882001.1	Mamastrovirus
577	MT906853.1	Mamastrovirus
578	ON682285.1	Mamastrovirus
579	MW504576.1	Mamastrovirus
580	MN148428.1	Mamastrovirus
581	MN464146.1	Mamastrovirus
582	LC695000.1	Mamastrovirus
583	MW732153.1	Mamastrovirus
584	KT946726.1	Mamastrovirus
585	ON807352.1	Mamastrovirus
586	ON682286.1	Mamastrovirus
587	ON571595.1	Mamastrovirus
588	ON624273.1	Mamastrovirus
589	OP413947.1	Mamastrovirus
590	OR222910.1	Mamastrovirus
591	ON807344.1	Mamastrovirus
592	MW504577.1	Mamastrovirus
593	MW504565.1	Mamastrovirus
594	KX599353.1	Mamastrovirus
595	ON624256.1	Mamastrovirus
596	MW373714.1	Mamastrovirus
597	OR148660.1	Mamastrovirus
598	OP413961.1	Mamastrovirus
599	MT906854.1	Mamastrovirus
600	LC201595.1	Mamastrovirus
601	MW732151.1	Mamastrovirus
602	ON682299.1	Mamastrovirus
603	MG930777.1	Mamastrovirus
604	OP432293.1	Mamastrovirus
605	ON807346.1	Mamastrovirus
606	KF157967.1	Mamastrovirus
607	MN882002.1	Mamastrovirus
608	LC047790.1	Mamastrovirus
609	OQ198044.1	Mamastrovirus
610	OQ968310.1	Mamastrovirus
611	KT946730.1	Mamastrovirus
612	MK987101.1	Mamastrovirus
613	KY933670.1	Mamastrovirus
614	MK987100.1	Mamastrovirus
615	MZ603733.1	Mamastrovirus
616	MK671312.1	Mamastrovirus
617	MW784093.1	Mamastrovirus
618	OQ968303.1	Mamastrovirus
619	ON682280.1	Mamastrovirus
620	KY073232.1	Mamastrovirus
621	LC047800.1	Mamastrovirus
622	MN882010.1	Mamastrovirus
623	MK059953.1	Mamastrovirus
624	KX756441.1	Mamastrovirus
625	MK378475.1	Mamastrovirus
626	ON682282.1	Mamastrovirus
627	ON624281.1	Mamastrovirus
628	MK059952.1	Mamastrovirus
629	ON714997.1	Mamastrovirus
630	KX599351.1	Mamastrovirus
631	OR261089.2	Mamastrovirus
632	OQ630461.1	Mamastrovirus
633	NC_019494.1	Mamastrovirus
634	MW784069.1	Mamastrovirus
635	MK671313.1	Mamastrovirus
636	MZ325580.1	Mamastrovirus
637	MT766322.1	Mamastrovirus
638	MN977118.1	Mamastrovirus
639	LC694988.1	Mamastrovirus
640	MW784102.1	Mamastrovirus
641	KP264970.1	Mamastrovirus
642	ON682291.1	Mamastrovirus
643	OP413959.1	Mamastrovirus
644	OQ968305.1	Mamastrovirus
645	MK671310.1	Mamastrovirus
646	NC_024297.1	Mamastrovirus
647	KR868723.1	Mamastrovirus
648	ON807320.1	Mamastrovirus
649	NC_002469.1	Mamastrovirus
650	MW927503.1	Mamastrovirus
651	MT766325.1	Mamastrovirus
652	OQ686756.1	Mamastrovirus
653	LC694996.1	Mamastrovirus
654	MN882007.1	Mamastrovirus
655	OR220030.1	Mamastrovirus
656	DQ028633.1	Mamastrovirus
657	OP076747.1	Mamastrovirus
658	OP413941.1	Mamastrovirus
659	ON595827.1	Mamastrovirus
660	GQ415660.1	Mamastrovirus
661	OQ968312.1	Mamastrovirus
662	MT766328.1	Mamastrovirus
663	OQ198047.1	Mamastrovirus
664	MW784090.1	Mamastrovirus
665	MK211323.1	Mamastrovirus
666	OR220029.1	Mamastrovirus
667	LC732125.1	Mamastrovirus
668	MZ325579.1	Mamastrovirus
669	JF729316.1	Mamastrovirus
670	MT832893.1	Mamastrovirus
671	OQ968304.1	Mamastrovirus
672	MN433705.1	Mamastrovirus
673	OL695848.1	Mamastrovirus
674	OP413957.1	Mamastrovirus
675	MZ325573.1	Mamastrovirus
676	ON624278.1	Mamastrovirus
677	MW810341.1	Mamastrovirus
678	LC732123.1	Mamastrovirus
679	OP413964.1	Mamastrovirus
680	MW826530.1	Mamastrovirus
681	ON714999.1	Mamastrovirus
682	LC732124.1	Mamastrovirus
683	KX599349.1	Mamastrovirus
684	KT946728.1	Mamastrovirus
685	JQ081297.1	Mamastrovirus
686	ON624267.1	Mamastrovirus
687	KP747573.1	Mamastrovirus
688	MZ325566.1	Mamastrovirus
689	MW784109.1	Mamastrovirus
690	ON682289.1	Mamastrovirus
691	MW784071.1	Mamastrovirus
692	MW164633.1	Mamastrovirus
693	KT946727.1	Mamastrovirus
694	NC_034974.1	Mamastrovirus
695	MT642666.1	Mamastrovirus
696	MN882008.1	Mamastrovirus
697	LT898434.1	Mamastrovirus
698	OQ198034.1	Mamastrovirus
699	ON885951.1	Mamastrovirus
700	LC694990.1	Mamastrovirus
701	MW485039.1	Mamastrovirus
702	MW485041.1	Mamastrovirus
703	ON595830.1	Mamastrovirus
704	MW810334.1	Mamastrovirus
705	MT549858.1	Mamastrovirus
706	ON792968.1	Mamastrovirus
707	OL695856.1	Mamastrovirus
708	MT766323.1	Mamastrovirus
709	KF211475.1	Mamastrovirus
710	MW504553.1	Mamastrovirus
711	OP432298.1	Mamastrovirus
712	MW373720.1	Mamastrovirus
713	ON624279.1	Mamastrovirus
714	MT451917.1	Mamastrovirus
715	OP413945.1	Mamastrovirus
716	NC_023629.1	Mamastrovirus
717	KY214437.1	Mamastrovirus
718	LC201592.1	Mamastrovirus
719	JX556692.1	Mamastrovirus
720	KJ656124.1	Mamastrovirus
721	ON682294.1	Mamastrovirus
722	ON682272.1	Mamastrovirus
723	MZ325564.1	Mamastrovirus
724	ON595829.1	Mamastrovirus
725	MW732157.1	Mamastrovirus
